loan_id,application_id,client_id,issue_date,product_name,loan_amount,interest_rate,term_months
1531,2863,3563,2025-06-21,Micro loan,101919.38,34.60,12
1532,2864,308,2025-05-29,POS loan,47668.68,11.89,6
1533,2868,2117,2024-09-21,Cash loan,1669454.82,28.37,12
1534,2870,4392,2025-09-24,Cash loan,2662345.23,22.65,36
1535,2873,1954,2025-07-25,Cash loan,1881528.27,28.31,24
1536,2874,4811,2024-02-19,POS loan,747102.25,22.78,24
1537,2875,3567,2025-09-13,POS loan,143932.85,21.58,6
1538,2877,522,2026-04-15,Cash loan,2079380.09,31.64,24
1539,2883,1533,2025-07-28,Cash loan,1370075.59,30.43,36
1540,2885,4585,2024-07-21,Auto loan,8742046.99,20.40,60
1541,2887,4328,2025-08-03,POS loan,588909.23,13.63,18
1542,2889,127,2025-09-10,Micro loan,399249.35,48.69,3
1543,2890,2522,2025-04-23,Cash loan,3191908.47,20.47,12
1544,2891,4093,2025-10-20,Micro loan,78883.28,36.88,3
1545,2892,3054,2024-09-20,POS loan,689113.72,19.43,6
1546,2893,303,2024-12-11,POS loan,334815.18,22.98,18
1547,2894,388,2025-01-24,POS loan,48361.76,15.32,18
1548,2895,2530,2024-10-06,Credit card,1536960.08,28.30,12
1549,2896,87,2024-04-11,Cash loan,3308121.62,26.38,36
1550,2897,1812,2024-12-10,Cash loan,1746583.48,30.04,36
1551,2899,2859,2025-09-27,Cash loan,2083542.45,22.65,18
1552,2900,3053,2025-12-14,POS loan,574865.04,16.99,6
1553,2901,4707,2024-08-08,Micro loan,482879.74,37.82,3
1554,2902,2037,2025-08-28,Cash loan,2637160.45,21.84,36
1555,2903,2184,2024-08-22,POS loan,108915.68,19.19,24
1556,2907,2229,2025-05-31,Cash loan,2906931.63,18.93,12
1557,2908,2528,2024-07-16,Cash loan,2880269.43,19.90,18
1558,2909,661,2024-04-13,Cash loan,2699159.14,32.53,24
1559,2912,2043,2024-01-11,Credit card,1199490.50,29.75,36
1560,2913,2156,2025-01-21,Micro loan,265176.38,38.85,3
1561,2914,108,2024-07-31,Cash loan,959062.59,25.45,24
1562,2915,1481,2025-06-20,POS loan,343584.05,10.07,6
1563,2916,3415,2024-12-03,POS loan,757600.94,21.45,6
1564,2925,938,2024-12-22,Credit card,1757209.63,27.72,36
1565,2926,936,2024-11-02,Cash loan,1556615.01,22.17,24
1566,2927,4888,2025-11-11,Credit card,580627.13,27.38,12
1567,2929,3400,2024-06-01,Micro loan,349869.09,30.16,3
1568,2932,1801,2025-06-03,Micro loan,488014.25,28.41,3
1569,2935,1088,2024-09-01,Micro loan,119481.30,30.39,3
1570,2936,1483,2024-07-16,POS loan,578430.39,17.34,6
1571,2937,2538,2025-09-26,Credit card,1070808.60,29.00,24
1572,2940,490,2025-11-16,POS loan,401693.99,12.37,12
1573,2944,2434,2024-11-18,POS loan,387509.96,16.20,12
1574,2947,3337,2025-07-27,Cash loan,802102.19,34.00,36
1575,2950,2574,2025-12-22,Credit card,958235.46,24.00,24
1576,2951,4324,2025-04-04,Cash loan,1289729.06,31.11,36
1577,2952,3700,2024-07-28,Credit card,367735.95,37.25,36
1578,2953,3440,2024-04-21,Auto loan,7048171.04,18.40,36
1579,2956,2151,2024-06-06,POS loan,216737.48,20.04,24
1580,2957,4894,2024-11-26,Cash loan,1229276.87,18.73,12
1581,2959,3539,2024-09-06,Cash loan,1114247.81,20.78,12
1582,2960,3490,2026-03-09,Cash loan,1702436.57,27.34,18
1583,2961,3119,2024-09-18,Credit card,295215.68,36.28,36
1584,2963,2864,2024-07-05,Cash loan,1481807.57,19.45,24
1585,2964,784,2024-10-19,POS loan,265102.49,22.90,24
1586,2965,2448,2024-03-19,POS loan,983581.30,24.97,6
1587,2966,3893,2025-03-15,Micro loan,496002.19,46.11,9
1588,2967,727,2024-07-26,Cash loan,2548005.18,30.50,24
1589,2968,564,2024-01-19,Credit card,996973.41,32.77,24
1590,2972,1552,2025-07-09,POS loan,441575.46,12.26,6
1591,2973,298,2025-05-03,Cash loan,1353597.42,27.04,12
1592,2974,639,2025-06-17,Cash loan,1081018.54,19.70,12
1593,2975,4264,2025-06-25,Micro loan,420465.67,30.25,12
1594,2976,2548,2025-07-02,Cash loan,1999822.16,26.78,24
1595,2977,1601,2025-11-04,Micro loan,61985.61,43.20,3
1596,2978,144,2026-03-26,Cash loan,1361425.97,18.85,24
1597,2981,390,2025-06-09,Cash loan,1731335.03,21.62,18
1598,2983,3094,2024-09-03,Auto loan,3689113.30,17.76,36
1599,2988,1728,2024-12-01,Micro loan,164937.45,43.78,3
1600,2992,4813,2025-03-28,Cash loan,1893416.66,25.04,24
1601,2993,3112,2026-04-29,Cash loan,198994.92,18.12,24
1602,2995,735,2024-09-22,Credit card,482542.70,36.37,24
1603,2996,3169,2024-10-26,Cash loan,383807.48,18.52,36
1604,2997,730,2025-12-25,Cash loan,1413672.07,31.22,18
1605,2999,2364,2026-04-30,Cash loan,313483.23,21.47,24
1606,3000,1042,2025-07-15,Auto loan,10825356.77,12.57,60
1607,3001,1371,2024-07-18,Credit card,428489.55,27.97,12
1608,3002,3789,2025-09-19,Micro loan,185021.96,42.74,6
1609,3003,4890,2024-11-28,Micro loan,309392.62,31.11,9
1610,3004,4607,2025-08-03,Cash loan,1293283.29,31.73,36
1611,3006,2219,2025-10-03,POS loan,729852.81,17.62,12
1612,3008,2729,2025-03-26,Cash loan,792432.95,28.24,18
1613,3009,3342,2025-03-17,POS loan,983159.01,22.04,18
1614,3010,658,2026-01-29,Cash loan,793905.49,28.31,36
1615,3017,4263,2024-07-28,Credit card,323380.64,27.88,12
1616,3019,2799,2025-12-14,Cash loan,2706425.53,23.51,12
1617,3020,525,2025-01-01,Cash loan,750962.30,30.99,24
1618,3024,3898,2026-03-18,POS loan,239417.03,18.57,6
1619,3026,166,2024-06-17,Cash loan,520566.75,21.38,12
1620,3027,1718,2025-08-24,POS loan,765246.13,27.04,6
1621,3028,791,2026-04-22,POS loan,1069844.85,23.82,6
1622,3031,3379,2026-01-31,Micro loan,152145.70,31.59,9
1623,3034,3610,2025-05-24,Credit card,1635962.47,36.00,24
1624,3041,4650,2025-04-14,Cash loan,960529.17,30.45,36
1625,3042,821,2025-01-01,Cash loan,1249011.16,26.49,36
1626,3045,180,2025-11-26,Credit card,107755.20,22.85,24
1627,3046,4376,2025-03-21,POS loan,174334.90,21.61,24
1628,3047,3057,2024-01-22,POS loan,798836.35,24.78,18
1629,3048,4662,2025-02-07,Credit card,1045233.62,22.98,12
1630,3051,3770,2024-10-11,POS loan,327644.16,27.89,18
1631,3053,2369,2024-04-05,POS loan,271663.34,18.25,18
1632,3055,3712,2024-08-09,POS loan,385349.82,16.95,24
1633,3057,4953,2025-02-23,POS loan,861330.35,15.13,6
1634,3058,4367,2025-01-21,Micro loan,307810.85,45.36,6
1635,3059,729,2025-02-05,Cash loan,368677.99,23.84,18
1636,3062,2980,2025-12-07,Auto loan,12900346.13,20.00,48
1637,3063,150,2024-12-23,POS loan,1003513.95,18.42,12
1638,3065,3777,2024-12-10,Credit card,186289.40,29.69,12
1639,3068,2453,2024-08-03,Cash loan,692964.60,26.02,12
1640,3069,2145,2025-08-08,Cash loan,1228141.00,26.79,24
1641,3070,831,2024-06-28,POS loan,1024987.50,20.74,18
1642,3071,3476,2024-05-31,Credit card,1296633.85,31.47,12
1643,3072,4196,2024-04-28,Credit card,1260347.65,31.63,24
1644,3073,4705,2026-01-14,Auto loan,15571638.03,21.29,60
1645,3075,2391,2024-01-05,POS loan,161180.43,20.47,18
1646,3076,117,2025-11-13,Cash loan,1109114.28,33.39,24
1647,3079,1497,2024-06-26,Micro loan,315301.67,28.63,6
1648,3081,1461,2024-10-19,POS loan,856240.06,24.07,6
1649,3085,3279,2025-06-30,Credit card,1580402.82,25.41,24
1650,3086,3705,2026-04-02,Micro loan,377287.15,42.83,3
1651,3090,4399,2024-02-17,Credit card,864701.74,28.51,24
1652,3091,66,2025-09-19,Auto loan,8369190.71,12.33,60
1653,3092,126,2025-09-21,POS loan,492598.80,15.97,12
1654,3094,613,2025-04-25,POS loan,443231.94,10.74,18
1655,3096,1960,2025-06-04,Credit card,90310.82,27.77,36
1656,3097,422,2024-11-12,Micro loan,248464.06,33.99,12
1657,3099,1625,2025-04-29,Cash loan,712456.30,29.37,18
1658,3100,941,2024-12-04,Cash loan,989317.18,31.13,18
1659,3101,1636,2024-07-15,POS loan,770788.35,25.53,6
1660,3103,551,2024-07-14,Micro loan,242450.28,41.20,9
1661,3105,4999,2024-10-26,Micro loan,310787.82,43.87,3
1662,3108,1691,2025-10-19,Micro loan,302221.89,40.97,6
1663,3109,963,2024-09-15,Cash loan,1372015.75,18.83,36
1664,3110,1606,2026-04-27,Auto loan,8067998.51,22.51,72
1665,3111,1698,2025-02-22,Cash loan,2679405.53,23.16,36
1666,3113,4220,2026-02-19,Credit card,536098.68,24.89,36
1667,3114,2664,2025-12-07,Cash loan,1379562.04,18.53,36
1668,3115,2630,2026-01-19,Cash loan,2724832.50,28.10,18
1669,3121,626,2024-12-05,Cash loan,710440.48,20.45,24
1670,3123,120,2024-04-22,POS loan,269045.39,11.48,18
1671,3125,838,2024-01-22,Credit card,277220.91,24.07,24
1672,3127,1370,2025-04-26,Micro loan,102118.23,41.69,3
1673,3128,3328,2024-09-25,Credit card,659327.05,33.73,24
1674,3133,1087,2025-05-18,Credit card,1128857.00,35.67,12
1675,3134,4507,2024-05-24,Micro loan,479190.67,32.96,12
1676,3136,3153,2024-03-20,Cash loan,2208311.03,23.59,36
1677,3140,1231,2025-02-20,Cash loan,1535224.83,32.16,36
1678,3141,1507,2024-06-18,Micro loan,411903.22,40.66,6
1679,3143,4634,2025-02-02,POS loan,632966.10,22.36,24
1680,3146,355,2025-03-11,Credit card,478497.77,28.34,36
1681,3147,1824,2024-10-21,Auto loan,8136386.62,14.26,60
1682,3148,584,2024-03-27,Cash loan,598606.54,27.34,18
1683,3150,2971,2025-10-15,Credit card,767017.32,28.16,36
1684,3152,289,2025-04-23,Cash loan,942405.28,23.88,18
1685,3153,1677,2024-09-14,POS loan,333138.55,15.37,18
1686,3154,4722,2025-07-15,Credit card,780374.04,33.09,24
1687,3156,3847,2026-03-26,Cash loan,2825952.80,33.20,12
1688,3157,1289,2025-03-28,Credit card,962699.24,37.89,36
1689,3158,3585,2025-07-04,Micro loan,224212.57,41.66,6
1690,3159,4517,2026-01-10,Cash loan,681121.15,25.38,18
1691,3164,4564,2025-10-15,Cash loan,2299459.27,29.50,18
1692,3165,1011,2025-08-29,POS loan,779541.14,22.74,24
1693,3166,1419,2025-09-02,POS loan,175983.46,26.21,12
1694,3167,39,2025-06-19,Cash loan,2458696.78,18.76,36
1695,3168,981,2024-10-30,Micro loan,128617.83,47.43,12
1696,3169,619,2025-12-28,Micro loan,480913.45,34.42,9
1697,3171,3724,2026-02-16,Micro loan,330793.76,28.45,9
1698,3172,2313,2024-10-16,Cash loan,795491.96,19.46,18
1699,3175,2161,2026-02-21,Micro loan,421205.69,32.97,9
1700,3178,2708,2024-04-30,Micro loan,442343.73,44.66,9
1701,3179,1971,2025-06-03,Cash loan,2122078.90,18.01,18
1702,3180,2623,2025-05-13,Auto loan,5369821.87,22.89,48
1703,3181,1990,2025-05-12,POS loan,304349.75,23.56,18
1704,3182,2742,2025-09-15,Cash loan,2541751.04,32.64,18
1705,3183,2951,2026-04-03,Credit card,1022563.68,30.20,12
1706,3184,3536,2024-09-04,Cash loan,2055175.58,23.60,18
1707,3189,4948,2025-11-04,Cash loan,1524895.22,31.32,18
1708,3191,4307,2024-03-25,Micro loan,68672.94,31.67,3
1709,3194,4173,2024-06-21,POS loan,72405.24,16.38,6
1710,3195,2218,2024-02-28,Credit card,1735067.88,30.22,24
1711,3196,1986,2024-12-17,POS loan,178710.34,23.52,24
1712,3197,3134,2025-02-14,Cash loan,2043254.77,26.91,12
1713,3199,4545,2025-07-26,Cash loan,1965031.26,25.43,24
1714,3200,3768,2024-04-08,Credit card,1547756.16,37.67,36
1715,3202,375,2024-12-27,Micro loan,39427.99,30.82,9
1716,3204,4545,2024-02-03,Cash loan,1967511.36,23.84,12
1717,3207,2465,2026-01-31,Cash loan,1041469.90,27.47,18
1718,3209,2431,2024-05-30,Auto loan,10853508.44,18.20,72
1719,3211,750,2025-08-30,POS loan,915733.55,12.11,18
1720,3212,4990,2024-08-22,Cash loan,1306265.03,25.29,12
1721,3213,2117,2024-04-26,Credit card,218413.45,34.95,12
1722,3214,1623,2025-10-08,Cash loan,235846.07,24.44,18
1723,3215,3187,2025-02-04,Cash loan,153249.00,26.00,18
1724,3216,871,2025-02-04,Credit card,876330.07,27.61,24
1725,3217,2193,2025-03-02,Cash loan,2356163.51,23.66,18
1726,3219,4278,2025-05-16,Cash loan,1368575.62,24.14,12
1727,3220,581,2025-06-18,Cash loan,1760868.06,30.38,36
1728,3221,4951,2024-05-31,Cash loan,1016176.32,28.32,24
1729,3222,2098,2024-03-02,POS loan,923860.99,24.75,12
1730,3223,2533,2025-05-26,Auto loan,4480210.78,19.71,72
1731,3224,1823,2026-03-14,Credit card,1720266.10,35.88,12
1732,3225,3308,2024-06-14,Cash loan,2116090.84,23.33,36
1733,3227,3909,2026-01-28,Auto loan,15828551.25,14.83,48
1734,3228,235,2024-03-09,POS loan,713721.84,27.23,12
1735,3229,4318,2025-01-24,Cash loan,1619944.40,24.52,36
1736,3230,4470,2026-03-29,POS loan,497397.16,26.98,24
1737,3232,418,2026-04-06,Micro loan,413301.88,46.63,3
1738,3235,2280,2024-04-17,Credit card,572137.58,22.77,12
1739,3236,3438,2025-04-18,Cash loan,1866501.34,32.44,12
1740,3237,919,2024-03-26,Micro loan,151250.76,42.40,9
1741,3239,2766,2025-10-03,Credit card,1280098.06,23.96,12
1742,3240,3009,2025-08-12,POS loan,400318.71,12.78,12
1743,3241,3353,2024-07-06,POS loan,614414.11,14.45,6
1744,3243,1947,2024-07-13,POS loan,930976.00,22.95,18
1745,3244,4387,2024-02-25,Micro loan,364124.81,40.22,6
1746,3246,1567,2026-02-17,Cash loan,1124174.44,27.84,18
1747,3250,1795,2025-08-24,Credit card,1466946.45,36.85,36
1748,3251,4630,2024-01-16,Cash loan,332821.10,30.29,12
1749,3252,3444,2024-12-24,Credit card,1552952.61,37.14,12
1750,3254,348,2024-12-13,POS loan,49764.48,16.42,6
1751,3255,2884,2025-04-06,Credit card,162238.25,34.45,12
1752,3256,4898,2024-02-18,Credit card,1201740.91,32.75,12
1753,3260,3441,2024-10-03,Credit card,1146935.12,28.82,36
1754,3261,1091,2025-02-23,Credit card,891083.32,28.42,12
1755,3263,3731,2026-01-01,POS loan,362030.56,21.18,24
1756,3265,3152,2025-10-04,Cash loan,1005153.77,30.39,18
1757,3267,2170,2024-04-08,Credit card,562868.68,33.27,24
1758,3268,1343,2026-03-29,POS loan,857818.20,12.45,24
1759,3269,313,2026-03-24,Credit card,1009775.33,25.49,24
1760,3271,4377,2024-03-28,Credit card,1449731.98,31.04,24
1761,3272,4397,2025-07-03,Credit card,750211.35,29.36,36
1762,3273,4848,2026-01-12,POS loan,77161.55,25.14,6
1763,3277,4407,2024-11-15,Cash loan,2520147.01,31.50,36
1764,3278,616,2024-11-23,Cash loan,1374708.68,32.59,18
1765,3279,3890,2025-07-07,POS loan,393543.17,10.71,18
1766,3280,3605,2026-02-09,Cash loan,1822384.07,32.67,12
1767,3285,4865,2024-12-04,Cash loan,2220104.44,32.66,36
1768,3286,3430,2024-04-17,POS loan,399819.44,27.02,6
1769,3288,4679,2025-09-23,Credit card,1178359.11,37.09,36
1770,3289,4104,2026-04-05,Micro loan,301919.25,33.74,3
1771,3290,3436,2024-03-17,POS loan,760063.18,12.87,18
1772,3292,1336,2024-11-25,POS loan,702148.32,11.25,24
1773,3295,197,2026-04-07,Cash loan,1216140.71,23.34,18
1774,3297,339,2025-01-25,Auto loan,14779192.27,18.13,72
1775,3298,3056,2025-03-25,Cash loan,837516.34,30.33,12
1776,3301,3765,2024-01-30,Cash loan,1068012.57,25.72,36
1777,3302,3215,2025-12-30,Auto loan,17119353.20,18.32,48
1778,3307,3179,2025-07-15,POS loan,437706.78,12.48,18
1779,3310,3616,2025-01-09,POS loan,508180.13,10.63,24
1780,3313,4766,2024-07-02,Cash loan,1777389.56,24.32,12
1781,3315,4584,2025-01-11,Cash loan,1340736.85,32.57,12
1782,3316,4272,2025-05-22,Micro loan,243696.14,44.03,9
1783,3317,709,2025-07-27,POS loan,1050461.87,15.46,24
1784,3318,2127,2025-10-08,Cash loan,1320719.74,25.87,36
1785,3319,3920,2025-11-18,POS loan,626630.36,25.06,18
1786,3320,3339,2026-03-14,Cash loan,1608081.55,27.64,24
1787,3324,3130,2025-03-31,Credit card,1611337.21,24.90,12
1788,3325,1432,2024-01-18,POS loan,108689.06,19.03,12
1789,3326,2658,2025-04-27,Credit card,648890.19,26.17,36
1790,3327,1182,2026-04-26,Cash loan,825964.35,28.51,36
1791,3328,3334,2024-12-05,Cash loan,2977485.52,19.15,36
1792,3329,2605,2026-03-06,Cash loan,1013274.96,19.41,18
1793,3330,522,2024-11-03,Micro loan,245919.23,34.59,9
1794,3331,1027,2025-10-11,Credit card,1391945.16,32.42,12
1795,3332,385,2025-06-29,Auto loan,13234017.34,20.66,36
1796,3335,840,2025-05-29,Cash loan,2804525.18,28.89,36
1797,3340,4925,2025-01-08,Auto loan,11241598.07,17.23,36
1798,3344,491,2024-06-01,Cash loan,1011595.75,18.62,12
1799,3345,422,2024-02-08,Auto loan,9601410.28,13.18,72
1800,3346,2581,2026-04-18,Micro loan,371181.32,37.54,3
1801,3347,3981,2024-09-17,Cash loan,2668161.07,28.27,36
1802,3348,4591,2024-07-05,Cash loan,2310844.22,27.81,18
1803,3349,1044,2025-11-15,Auto loan,2566108.01,12.42,36
1804,3350,1975,2025-03-02,POS loan,522486.00,13.15,24
1805,3351,2040,2025-01-04,Credit card,1139540.39,23.46,12
1806,3352,2225,2025-02-03,Credit card,1621678.92,37.94,24
1807,3355,3885,2024-04-25,Micro loan,192278.49,31.21,12
1808,3356,1177,2024-09-23,Micro loan,360891.58,43.72,12
1809,3359,231,2025-08-17,Cash loan,2017669.75,33.46,24
1810,3360,448,2026-04-24,POS loan,768703.46,12.21,18
1811,3361,2717,2025-06-05,Micro loan,445905.13,46.44,3
1812,3364,1146,2025-12-09,Micro loan,170237.83,48.88,12
1813,3365,4800,2024-09-11,Credit card,1381371.77,30.09,36
1814,3366,4225,2024-04-06,Credit card,377025.21,28.16,24
1815,3368,1135,2025-10-22,Credit card,762071.83,32.14,12
1816,3369,3140,2025-06-10,Cash loan,1345293.96,33.01,24
1817,3370,887,2026-01-08,POS loan,737103.97,24.55,18
1818,3371,1884,2025-05-18,Cash loan,2965610.00,28.23,12
1819,3373,379,2024-08-05,Cash loan,3112893.84,33.75,12
1820,3374,3898,2024-09-12,Cash loan,1643507.57,31.53,36
1821,3377,507,2026-04-16,Micro loan,186957.39,32.30,12
1822,3379,1989,2025-04-06,Auto loan,14514051.39,14.20,48
1823,3383,1688,2024-04-15,Micro loan,102128.12,37.74,9
1824,3384,2996,2025-05-31,POS loan,866049.01,18.72,6
1825,3385,1380,2025-12-16,Cash loan,1934852.21,28.33,24
1826,3389,2459,2024-09-23,Micro loan,319474.76,45.28,9
1827,3390,3842,2024-12-02,Credit card,962848.00,24.54,36
1828,3392,3986,2024-08-05,Cash loan,298041.02,24.95,18
1829,3393,1289,2025-02-03,Micro loan,339751.59,35.77,12
1830,3396,103,2026-03-30,Credit card,412082.22,22.49,36
1831,3397,4545,2025-12-04,POS loan,911958.31,24.54,6
1832,3399,1535,2025-05-26,Credit card,1268182.75,25.17,12
1833,3400,2505,2024-07-15,Cash loan,152943.49,32.41,24
1834,3403,3393,2026-01-27,Micro loan,286949.22,40.18,3
1835,3405,22,2026-01-25,Auto loan,10357612.52,17.62,60
1836,3406,3316,2025-11-16,Credit card,505998.05,26.78,24
1837,3410,329,2025-07-07,Micro loan,172703.41,41.26,9
1838,3412,4439,2025-08-28,Cash loan,2552248.31,28.37,12
1839,3413,404,2025-06-29,Credit card,139471.83,28.49,36
1840,3415,128,2024-04-04,Cash loan,2400181.30,30.67,36
1841,3417,3991,2024-07-21,Credit card,1546143.77,36.79,12
1842,3418,2656,2024-03-05,Auto loan,10461705.22,19.82,60
1843,3420,1498,2025-04-23,Micro loan,224051.28,43.97,9
1844,3421,163,2024-09-01,Micro loan,314721.02,36.10,3
1845,3422,2502,2024-12-24,Cash loan,782609.16,31.56,36
1846,3426,2456,2025-02-02,Credit card,791015.63,34.75,24
1847,3427,2084,2025-03-07,Credit card,268200.16,24.71,12
1848,3430,3634,2024-09-28,Cash loan,1772188.54,31.98,12
1849,3431,800,2024-01-21,Auto loan,4824983.08,15.37,48
1850,3432,1461,2024-07-19,Micro loan,147442.70,32.70,6
1851,3433,4442,2025-12-15,Cash loan,2062639.44,32.02,18
1852,3435,1928,2024-10-10,POS loan,234249.70,20.27,12
1853,3436,972,2025-05-03,POS loan,817940.69,24.88,12
1854,3441,1689,2024-11-05,POS loan,221591.53,19.10,6
1855,3444,4307,2024-02-22,Credit card,1124620.60,33.86,12
1856,3446,1737,2024-04-27,POS loan,412772.33,20.52,24
1857,3447,4519,2024-05-28,Micro loan,533362.43,43.44,3
1858,3452,3301,2026-01-31,Cash loan,1435397.36,21.63,36
1859,3453,539,2025-05-03,Micro loan,384787.32,42.69,6
1860,3454,3991,2025-11-10,Cash loan,275848.11,21.66,12
1861,3455,1578,2025-02-23,Cash loan,1284171.58,29.86,12
1862,3458,1352,2025-11-01,Credit card,1023533.83,28.33,24
1863,3459,4898,2025-09-17,Auto loan,13690654.68,21.16,48
1864,3460,181,2024-11-03,Cash loan,1581421.62,32.34,36
1865,3461,3181,2024-01-20,Credit card,765948.63,28.61,24
1866,3466,3092,2024-07-27,Cash loan,1222403.74,20.83,12
1867,3468,774,2025-06-18,Credit card,289038.96,35.43,12
1868,3469,2620,2025-11-02,POS loan,888250.95,18.33,24
1869,3472,4652,2026-02-22,Credit card,358709.15,26.32,24
1870,3473,2811,2025-07-05,Auto loan,2589477.16,20.99,60
1871,3475,3769,2025-01-20,POS loan,482693.68,14.24,24
1872,3480,1718,2024-10-26,Cash loan,2577765.29,32.39,24
1873,3481,1540,2024-05-24,Micro loan,541246.67,36.34,3
1874,3482,4563,2024-04-07,POS loan,1026280.27,26.80,18
1875,3483,4023,2025-04-11,Credit card,328491.25,37.63,24
1876,3485,3578,2024-03-08,POS loan,668713.45,11.05,24
1877,3487,4330,2024-01-13,Cash loan,340492.09,32.58,36
1878,3491,2026,2026-03-22,Auto loan,10655162.80,12.76,60
1879,3493,640,2025-08-25,Cash loan,2844612.71,22.21,12
1880,3495,3445,2024-10-25,POS loan,196851.65,22.00,24
1881,3498,2690,2025-10-03,Auto loan,6975404.92,12.89,36
1882,3499,365,2025-10-13,Micro loan,125648.99,48.06,6
1883,3502,1826,2025-06-22,Micro loan,325645.92,43.75,6
1884,3503,994,2025-08-09,POS loan,720601.97,23.82,6
1885,3507,3477,2025-12-20,Auto loan,6234404.95,13.81,48
1886,3509,3686,2025-04-03,Credit card,609129.46,32.93,36
1887,3511,4154,2024-01-20,Cash loan,2046089.21,32.39,12
1888,3512,3371,2025-06-26,Cash loan,2863186.83,20.14,12
1889,3513,3891,2024-09-01,Micro loan,244995.78,46.75,12
1890,3516,2768,2025-04-08,Cash loan,1120665.91,22.71,12
1891,3517,4462,2025-01-12,Cash loan,1456399.96,26.98,12
1892,3519,1722,2024-05-27,Cash loan,1046008.88,24.49,12
1893,3520,2722,2025-06-16,Auto loan,10140980.11,20.38,48
1894,3522,1347,2026-01-11,Auto loan,14648384.29,12.89,36
1895,3530,3721,2024-01-12,Credit card,1499242.69,26.18,36
1896,3535,3210,2025-04-16,Cash loan,149444.13,28.61,24
1897,3536,3109,2024-06-20,Credit card,1010966.46,27.36,36
1898,3542,4509,2025-11-21,Micro loan,153883.49,48.87,6
1899,3543,1985,2024-04-26,Micro loan,397227.06,42.37,6
1900,3544,287,2024-07-16,Micro loan,408137.11,40.23,12
1901,3546,3953,2025-12-30,Cash loan,500628.59,22.17,36
1902,3548,1502,2024-09-10,Micro loan,309173.40,31.87,9
1903,3549,615,2025-03-04,Auto loan,11155676.25,16.51,60
1904,3550,714,2025-01-01,Credit card,796862.71,35.34,36
1905,3551,1609,2025-01-31,Cash loan,1786035.92,19.99,12
1906,3555,2998,2024-08-25,POS loan,787035.50,13.79,18
1907,3557,3932,2025-05-18,POS loan,195991.28,19.77,24
1908,3558,1704,2024-10-05,Cash loan,2940314.99,31.64,24
1909,3559,2245,2024-10-10,Credit card,902225.75,24.81,24
1910,3562,2877,2026-01-23,Auto loan,13288799.84,24.88,36
1911,3564,2110,2025-10-16,Auto loan,6363406.47,19.43,60
1912,3565,1675,2024-05-28,Micro loan,95026.22,48.23,3
1913,3569,4998,2025-08-04,Cash loan,766779.17,30.50,12
1914,3572,1998,2026-04-20,Micro loan,379851.68,33.20,6
1915,3573,4773,2024-08-17,Cash loan,2121429.51,28.11,36
1916,3575,4977,2024-06-30,Auto loan,10861795.48,17.76,36
1917,3579,2198,2025-01-07,Cash loan,1848199.22,23.97,24
1918,3581,700,2024-04-14,POS loan,286608.32,20.84,6
1919,3582,2673,2025-08-09,Cash loan,3145509.79,22.33,12
1920,3583,1690,2024-03-28,Micro loan,283841.63,44.29,12
1921,3584,1373,2025-12-30,Auto loan,15369483.15,15.75,48
1922,3585,1125,2026-01-13,Cash loan,1597423.53,25.03,36
1923,3589,4997,2025-07-10,Cash loan,2099960.06,32.24,18
1924,3592,33,2024-08-10,Credit card,1546887.74,22.82,24
1925,3595,4557,2026-01-14,Cash loan,1988790.22,28.88,36
1926,3596,1299,2024-12-15,Cash loan,1133907.28,33.65,18
1927,3598,2295,2025-05-06,POS loan,52878.58,19.50,6
1928,3599,3815,2024-10-20,Credit card,771581.14,34.94,24
1929,3600,1760,2024-10-10,Cash loan,163299.51,25.44,36
1930,3602,2636,2024-07-13,Auto loan,4887927.31,20.06,36
1931,3604,4405,2026-02-15,Cash loan,2487023.56,19.52,12
1932,3605,4725,2025-08-29,POS loan,45834.24,11.49,6
1933,3606,4946,2025-04-12,POS loan,480266.95,22.75,6
1934,3609,5,2024-04-26,Auto loan,17592629.91,23.98,60
1935,3611,1024,2024-09-30,Credit card,547358.82,22.21,24
1936,3612,3899,2024-06-21,Cash loan,980020.46,19.63,12
1937,3614,1948,2024-01-09,POS loan,917547.54,16.14,18
1938,3615,421,2025-08-03,Micro loan,462034.82,45.90,12
1939,3617,4215,2024-07-12,Cash loan,230955.15,27.04,18
1940,3618,1060,2025-01-07,Cash loan,485007.27,28.80,24
1941,3619,4861,2024-10-08,Auto loan,4469198.86,14.96,36
1942,3620,2124,2025-05-17,Credit card,420626.32,35.02,12
1943,3621,1285,2025-05-25,Micro loan,165948.20,41.78,12
1944,3622,4754,2024-01-17,Cash loan,483806.41,33.68,24
1945,3626,2054,2024-08-13,Cash loan,3285095.93,21.72,36
1946,3627,1460,2024-06-25,Cash loan,2376801.32,29.68,36
1947,3628,3833,2025-04-30,Credit card,117711.54,37.69,24
1948,3631,4148,2025-06-13,Micro loan,409466.32,48.61,3
1949,3636,2374,2025-08-21,Cash loan,519225.34,31.05,36
1950,3637,3622,2024-04-23,POS loan,177431.22,27.41,24
1951,3638,2423,2025-06-03,Auto loan,5094057.30,20.71,60
1952,3642,1109,2025-08-10,Micro loan,469389.61,28.04,12
1953,3645,4874,2026-02-18,Micro loan,429609.50,28.84,12
1954,3646,4764,2024-11-10,POS loan,1060078.07,16.77,6
1955,3647,3832,2024-03-31,Credit card,212886.27,26.57,36
