client_id,birth_date,gender,city,registration_date,income,employment_type,credit_score
1130,1990-11-13,female,Almaty,2024-04-29,505166.00,self_employed,455
1131,2004-08-21,male,Shymkent,2024-10-07,204145.00,salaried,820
1132,1981-02-26,male,Shymkent,2025-08-08,855908.00,salaried,742
1133,2002-06-03,male,Karaganda,2026-04-12,140905.00,unemployed,394
1134,1981-07-18,female,Aktobe,2025-06-15,188959.00,student,630
1135,1971-09-23,female,Aktobe,2025-09-05,337541.00,self_employed,510
1136,1981-01-18,female,Astana,2025-10-30,221044.00,salaried,585
1137,2001-09-09,male,Taraz,2025-01-07,310775.00,salaried,779
1138,1963-03-14,female,Semey,2025-06-15,380400.00,self_employed,603
1139,1967-05-22,male,Astana,2025-09-12,694266.00,salaried,680
1140,1987-04-23,female,Almaty,2024-05-25,112154.00,student,398
1141,1996-04-05,female,Shymkent,2026-01-16,556507.00,salaried,662
1142,1984-02-18,male,Almaty,2025-04-12,1127556.00,salaried,603
1143,2004-05-22,female,Astana,2025-10-06,681936.00,self_employed,554
1144,1978-11-23,female,Shymkent,2025-03-05,1432043.00,entrepreneur,761
1145,1972-06-26,female,Astana,2024-10-03,812928.00,salaried,646
1146,2002-02-22,male,Astana,2024-12-07,851274.00,salaried,565
1147,1975-03-28,female,Aktobe,2025-01-22,282704.00,salaried,713
1148,1964-02-06,female,Astana,2025-06-25,154357.00,unemployed,550
1149,1994-10-28,female,Almaty,2024-11-21,283878.00,salaried,544
1150,1964-07-06,male,Astana,2025-05-03,1904123.00,entrepreneur,772
1151,1985-05-01,female,Shymkent,2025-01-22,1629009.00,entrepreneur,564
1152,1986-05-02,male,Kostanay,2025-12-24,508131.00,self_employed,577
1153,1990-08-12,female,Aktobe,2024-11-08,469221.00,salaried,739
1154,1983-02-10,female,Astana,2026-01-17,274519.00,salaried,560
1155,1998-02-06,male,Astana,2026-04-07,479736.00,salaried,803
1156,1969-07-22,female,Astana,2025-02-19,1255911.00,entrepreneur,754
1157,2008-04-27,male,Karaganda,2024-09-07,1723441.00,entrepreneur,773
1158,1961-11-27,male,Semey,2024-06-21,269326.00,retired,451
1159,1982-09-08,male,Almaty,2024-02-22,319794.00,salaried,783
1160,1991-07-06,female,Astana,2024-10-24,1138445.00,salaried,647
1161,1996-05-09,female,Almaty,2024-11-08,1442948.00,entrepreneur,701
1162,1965-11-17,female,Taraz,2024-12-30,665550.00,salaried,769
1163,2008-08-11,male,Almaty,2024-12-29,546709.00,salaried,615
1164,2008-07-16,male,Almaty,2024-05-06,1122155.00,salaried,598
1165,1966-01-05,male,Aktobe,2024-11-02,673563.00,salaried,722
1166,1993-03-18,female,Aktobe,2024-05-23,639876.00,salaried,744
1167,1994-07-01,female,Astana,2024-10-18,52026.00,unemployed,356
1168,2006-07-14,male,Karaganda,2025-11-12,42024.00,unemployed,401
1169,1962-02-14,male,Astana,2026-02-08,894852.00,salaried,585
1170,1976-07-17,female,Karaganda,2024-04-22,1981491.00,entrepreneur,699
1171,1963-01-05,female,Almaty,2025-11-25,984661.00,salaried,641
1172,1972-07-20,male,Karaganda,2024-03-25,483527.00,salaried,664
1173,1977-04-20,female,Almaty,2024-09-26,441584.00,salaried,663
1174,1961-04-22,female,Taraz,2024-07-12,920777.00,salaried,572
1175,1961-10-21,female,Shymkent,2024-10-07,318722.00,salaried,725
1176,1961-03-14,male,Almaty,2025-02-21,1086336.00,salaried,546
1177,1987-12-21,female,Semey,2025-06-06,626772.00,salaried,765
1178,1991-01-10,male,Almaty,2024-09-09,1168805.00,salaried,699
1179,1995-01-06,female,Almaty,2024-10-19,960931.00,salaried,684
1180,1989-10-04,male,Astana,2024-11-07,695151.00,salaried,706
1181,2003-11-01,male,Shymkent,2026-01-29,523275.00,entrepreneur,669
1182,1973-12-25,female,Shymkent,2025-08-21,369825.00,self_employed,591
1183,1993-02-05,female,Shymkent,2025-12-22,163032.00,self_employed,547
1184,1990-02-03,female,Pavlodar,2025-06-30,436120.00,self_employed,692
1185,1979-01-05,male,Almaty,2025-01-09,384792.00,self_employed,736
1186,1990-12-04,female,Kostanay,2024-06-19,619357.00,salaried,788
1187,1985-12-05,male,Almaty,2025-05-21,105936.00,retired,527
1188,1982-09-03,male,Almaty,2025-09-13,1055621.00,entrepreneur,699
1189,1997-03-01,male,Almaty,2025-05-30,910565.00,salaried,524
1190,1980-09-09,female,Almaty,2024-06-24,922658.00,salaried,657
1191,1998-09-08,male,Almaty,2026-03-20,411248.00,self_employed,518
1192,2006-04-27,male,Almaty,2024-11-28,860154.00,salaried,697
1193,2004-12-18,male,Almaty,2024-02-28,1121973.00,salaried,670
1194,1984-01-27,male,Astana,2024-01-17,836552.00,entrepreneur,590
1195,1987-10-04,female,Karaganda,2026-04-16,805584.00,self_employed,581
1196,1990-06-09,male,Almaty,2024-08-25,534673.00,self_employed,529
1197,1979-07-12,male,Almaty,2024-07-08,700052.00,salaried,612
1198,1973-03-07,female,Astana,2024-11-13,137292.00,retired,574
1199,2001-03-27,female,Astana,2025-03-12,192827.00,self_employed,523
1200,1998-11-13,female,Almaty,2025-01-21,942067.00,salaried,526
1201,1993-02-27,female,Almaty,2026-02-27,61466.00,student,447
1202,2004-03-21,male,Shymkent,2025-12-25,52463.00,student,434
1203,2004-03-16,male,Karaganda,2025-05-05,42767.00,unemployed,457
1204,2001-01-18,female,Karaganda,2024-04-15,249054.00,self_employed,460
1205,1987-02-17,female,Atyrau,2024-08-20,181269.00,salaried,634
1206,1991-03-12,female,Shymkent,2025-05-18,1101687.00,salaried,716
1207,2000-02-08,male,Almaty,2024-05-01,183666.00,retired,469
1208,1993-02-02,female,Shymkent,2025-11-26,736249.00,salaried,691
1209,1991-11-22,male,Almaty,2025-05-26,141327.00,student,433
1210,1982-05-26,female,Atyrau,2026-03-07,256793.00,student,381
1211,1983-06-05,female,Astana,2024-04-25,1897409.00,entrepreneur,744
1212,1985-12-09,male,Almaty,2024-12-27,313730.00,salaried,613
1213,1995-07-16,female,Karaganda,2026-04-01,1012046.00,salaried,690
1214,1964-04-13,female,Astana,2025-01-28,739699.00,salaried,772
1215,2004-12-14,female,Astana,2024-08-28,1951402.00,entrepreneur,612
1216,1993-04-28,female,Almaty,2024-12-23,260082.00,self_employed,506
1217,1993-03-10,female,Astana,2024-08-03,194572.00,student,595
1218,1972-01-24,male,Almaty,2026-01-20,274539.00,retired,503
1219,2007-07-12,male,Almaty,2025-08-31,789859.00,salaried,557
1220,1969-01-05,male,Astana,2024-06-02,260808.00,salaried,526
1221,1976-08-24,male,Almaty,2025-02-25,1174853.00,salaried,673
1222,1979-08-26,female,Shymkent,2025-10-19,296671.00,salaried,599
1223,2007-03-17,male,Almaty,2025-08-08,624198.00,salaried,752
1224,1988-12-08,male,Astana,2024-05-08,276402.00,salaried,787
1225,1978-07-20,female,Almaty,2026-04-16,1042458.00,salaried,806
1226,1981-08-11,female,Shymkent,2026-04-02,578951.00,salaried,604
1227,1993-07-07,female,Almaty,2024-09-02,560320.00,salaried,691
1228,1996-09-04,female,Almaty,2025-10-15,444135.00,self_employed,546
1229,1965-04-09,male,Almaty,2024-02-16,167054.00,self_employed,738
1230,2006-02-10,female,Almaty,2024-11-18,476120.00,salaried,723
1231,1977-12-12,male,Semey,2026-01-29,454220.00,entrepreneur,669
1232,1988-09-26,male,Aktobe,2025-08-23,1014739.00,salaried,715
1233,1969-01-10,female,Almaty,2024-08-08,202578.00,self_employed,497
1234,1973-11-05,male,Aktobe,2025-04-03,1190478.00,salaried,776
1235,1975-06-10,male,Astana,2024-09-01,162958.00,student,400
1236,1999-10-20,female,Almaty,2026-04-04,838285.00,salaried,774
1237,2008-05-18,female,Taraz,2025-04-10,72850.00,student,635
1238,1995-05-06,female,Almaty,2024-07-02,490533.00,self_employed,495
1239,1980-08-09,female,Semey,2024-05-06,290054.00,retired,656
1240,1962-08-02,male,Astana,2025-01-10,608902.00,salaried,586
1241,1988-10-11,male,Astana,2025-11-29,650519.00,self_employed,680
1242,2006-11-02,female,Karaganda,2024-06-07,1041127.00,salaried,807
1243,1970-05-13,male,Almaty,2025-04-18,256523.00,salaried,634
1244,1982-06-15,female,Astana,2024-03-28,1038038.00,salaried,758
1245,2000-02-13,male,Aktobe,2024-12-16,524688.00,salaried,553
1246,1961-08-07,female,Karaganda,2025-07-12,471897.00,salaried,752
1247,2001-08-05,female,Shymkent,2026-04-07,212844.00,salaried,714
1248,1993-07-16,male,Almaty,2024-09-15,204057.00,salaried,736
1249,1983-02-05,male,Almaty,2025-06-21,492828.00,salaried,751
1250,1999-05-06,male,Taraz,2026-02-10,1125439.00,salaried,739
1251,1996-04-12,male,Pavlodar,2024-12-29,741519.00,salaried,602
1252,1966-10-13,female,Taraz,2026-01-10,746134.00,self_employed,551
1253,1982-10-05,female,Almaty,2024-06-03,336145.00,retired,592
1254,1967-03-16,male,Taraz,2025-06-17,1197093.00,salaried,728
1255,1979-08-27,female,Taraz,2024-08-11,789952.00,self_employed,499
1256,1978-04-14,female,Karaganda,2024-12-22,1510269.00,entrepreneur,693
1257,1999-04-22,female,Astana,2024-11-05,1033309.00,salaried,706
1258,1967-09-27,male,Taraz,2025-02-24,800433.00,self_employed,683
1259,1994-09-14,male,Astana,2025-03-14,487775.00,entrepreneur,590
1260,1993-09-20,male,Almaty,2025-12-19,478873.00,salaried,743
1261,1984-02-03,male,Aktobe,2024-04-16,861180.00,salaried,528
1262,1988-10-18,male,Almaty,2025-03-06,789467.00,salaried,536
1263,1999-08-18,male,Astana,2026-03-23,672384.00,salaried,583
1264,1966-07-27,male,Shymkent,2026-03-11,153758.00,student,383
1265,1998-05-09,female,Atyrau,2024-01-05,1059214.00,salaried,732
1266,1967-07-02,male,Almaty,2024-12-09,572592.00,salaried,785
1267,2000-10-14,female,Almaty,2026-03-31,140504.00,retired,631
1268,1965-07-05,male,Kostanay,2024-11-21,943481.00,salaried,608
1269,1988-07-08,male,Almaty,2026-02-19,182187.00,student,440
1270,1984-05-27,female,Astana,2024-01-27,143415.00,retired,477
1271,1991-11-25,female,Shymkent,2025-08-08,921947.00,salaried,798
1272,1993-12-24,female,Almaty,2024-09-02,842177.00,salaried,703
1273,1983-04-10,male,Almaty,2025-11-06,240398.00,student,573
1274,2006-02-05,female,Shymkent,2025-04-15,727497.00,self_employed,502
1275,1965-02-04,female,Almaty,2025-05-21,369401.00,salaried,567
1276,1971-04-13,male,Almaty,2025-10-02,158460.00,student,417
1277,2005-11-14,female,Astana,2024-07-03,1132424.00,salaried,750
1278,1996-03-22,male,Astana,2024-12-21,152978.00,self_employed,510
1279,1989-10-20,female,Astana,2024-07-16,957725.00,salaried,650
1280,1984-09-01,female,Astana,2024-08-10,703627.00,entrepreneur,686
1281,2007-03-08,male,Almaty,2025-05-08,252729.00,self_employed,587
1282,1999-02-12,male,Karaganda,2025-06-08,609730.00,self_employed,703
1283,1964-04-09,male,Almaty,2024-04-15,872244.00,self_employed,593
1284,1985-10-10,male,Almaty,2025-04-01,937135.00,salaried,769
1285,1991-12-09,male,Aktobe,2024-07-23,756795.00,self_employed,646
1286,1986-06-21,male,Aktobe,2025-08-23,1112655.00,salaried,537
1287,1992-10-27,male,Atyrau,2024-01-31,229066.00,retired,610
1288,2003-06-14,male,Aktobe,2025-01-15,256168.00,salaried,630
1289,2001-06-04,female,Almaty,2025-04-21,871622.00,self_employed,618
1290,1986-06-08,female,Astana,2024-04-15,811035.00,salaried,628
1291,1986-12-20,male,Pavlodar,2025-11-29,225989.00,student,418
1292,1977-06-27,male,Almaty,2024-02-17,1021718.00,salaried,772
1293,1961-07-04,female,Almaty,2025-08-13,522753.00,salaried,716
1294,2007-01-21,male,Aktobe,2024-05-14,124872.00,self_employed,686
1295,1971-07-02,female,Atyrau,2024-03-12,10255.00,unemployed,472
1296,1989-07-24,female,Almaty,2025-07-23,542623.00,salaried,724
1297,1976-08-20,female,Almaty,2025-01-17,656663.00,salaried,772
1298,1965-02-01,male,Almaty,2025-12-05,86368.00,student,433
1299,1979-04-06,female,Almaty,2025-12-05,1953478.00,entrepreneur,688
1300,1969-05-26,male,Almaty,2024-12-03,499071.00,salaried,558
1301,1981-07-09,female,Karaganda,2024-05-09,152948.00,unemployed,535
1302,1995-03-25,female,Shymkent,2025-06-18,158342.00,student,608
1303,1987-10-16,female,Shymkent,2024-04-04,174387.00,retired,677
1304,1997-05-23,female,Almaty,2024-03-17,374149.00,self_employed,555
1305,1962-01-07,female,Almaty,2025-05-14,1038271.00,salaried,717
1306,2003-04-27,male,Shymkent,2025-12-26,1080159.00,salaried,680
1307,1990-03-28,male,Astana,2025-04-08,57353.00,unemployed,486
1308,1969-09-07,female,Aktobe,2025-12-03,471334.00,salaried,736
1309,1995-10-21,female,Almaty,2024-01-17,292379.00,salaried,576
1310,1968-03-09,male,Almaty,2024-05-01,594628.00,self_employed,630
1311,1965-02-12,male,Astana,2024-02-24,706584.00,salaried,740
1312,1990-06-04,female,Almaty,2024-10-28,1153099.00,salaried,736
1313,2000-03-20,female,Almaty,2025-11-28,663810.00,self_employed,671
1314,2006-04-04,male,Almaty,2024-09-01,217421.00,salaried,814
1315,2005-02-09,male,Almaty,2025-02-06,870595.00,self_employed,657
1316,2003-12-27,female,Atyrau,2024-12-21,395697.00,salaried,607
1317,1983-12-20,male,Almaty,2026-01-26,374069.00,salaried,777
1318,1995-12-08,male,Almaty,2025-04-11,294740.00,self_employed,545
1319,2001-01-22,female,Astana,2024-06-23,366138.00,salaried,655
1320,1982-01-20,female,Astana,2025-04-28,181055.00,salaried,770
1321,2003-01-19,female,Shymkent,2026-02-12,419376.00,salaried,788
1322,2001-02-04,male,Almaty,2025-07-12,1199205.00,entrepreneur,751
1323,1997-08-09,male,Astana,2025-06-14,549755.00,salaried,674
1324,1976-10-16,female,Almaty,2025-02-24,883589.00,self_employed,460
1325,1970-11-05,male,Astana,2024-07-30,785640.00,salaried,740
1326,1978-04-13,male,Shymkent,2025-06-23,319938.00,retired,708
1327,2000-11-12,male,Atyrau,2024-07-14,617564.00,salaried,661
1328,2006-09-23,male,Astana,2024-10-22,574515.00,self_employed,682
1329,2003-01-16,male,Kostanay,2025-09-30,893999.00,salaried,596
1330,1986-03-10,male,Astana,2024-02-11,489043.00,salaried,527
1331,1999-10-04,female,Almaty,2024-02-21,631226.00,salaried,700
1332,1997-06-10,female,Aktobe,2024-03-29,1185085.00,salaried,807
1333,1980-03-24,female,Almaty,2024-02-02,204638.00,self_employed,598
1334,1989-06-08,female,Aktobe,2024-09-24,563089.00,self_employed,654
1335,1966-10-10,female,Almaty,2025-11-30,1098481.00,salaried,685
1336,1976-05-05,male,Astana,2025-08-03,499811.00,salaried,563
1337,1965-08-18,female,Almaty,2024-05-21,268589.00,student,603
1338,1987-12-11,male,Astana,2025-03-13,494927.00,self_employed,689
1339,1990-07-15,female,Almaty,2025-09-21,561365.00,self_employed,495
1340,1967-04-19,male,Astana,2024-02-24,749659.00,salaried,809
1341,1977-07-05,male,Astana,2024-02-25,1026705.00,salaried,785
1342,2004-05-27,male,Semey,2025-08-02,803210.00,salaried,569
1343,1989-06-28,female,Almaty,2025-12-19,1664346.00,entrepreneur,761
1344,1999-03-18,male,Karaganda,2025-10-05,414402.00,salaried,599
1345,1995-01-26,female,Astana,2024-06-05,240280.00,self_employed,484
1346,1985-02-17,male,Almaty,2025-02-04,676754.00,salaried,532
1347,2006-02-10,male,Astana,2026-04-21,305029.00,retired,550
1348,1984-08-28,female,Shymkent,2024-05-25,333350.00,salaried,531
1349,1973-11-08,male,Almaty,2025-05-06,1396473.00,entrepreneur,602
1350,1996-11-04,male,Pavlodar,2025-01-30,880133.00,salaried,660
1351,1981-02-15,male,Astana,2024-05-03,209329.00,salaried,665
1352,1986-01-19,female,Almaty,2024-12-29,809115.00,self_employed,677
1353,1963-08-24,female,Astana,2024-12-23,346004.00,salaried,703
1354,1967-09-13,male,Astana,2025-04-15,338757.00,salaried,700
1355,1980-03-09,male,Aktobe,2025-01-20,533064.00,self_employed,484
1356,1963-10-22,male,Almaty,2024-05-12,1313214.00,entrepreneur,769
1357,1981-10-19,female,Astana,2024-01-31,543387.00,self_employed,484
1358,1970-03-08,male,Almaty,2026-02-17,1159615.00,salaried,763
1359,1998-12-26,male,Almaty,2024-03-06,45612.00,unemployed,496
1360,2005-05-04,female,Almaty,2024-06-27,1175952.00,entrepreneur,691
1361,1995-12-15,female,Astana,2024-07-19,240412.00,retired,714
1362,1997-08-22,female,Almaty,2024-03-29,349963.00,salaried,742
1363,1985-11-22,male,Almaty,2026-03-03,327390.00,salaried,522
1364,1992-09-28,male,Almaty,2024-07-13,945436.00,salaried,790
1365,1972-10-27,female,Astana,2026-03-31,828522.00,salaried,806
1366,2005-07-21,male,Astana,2024-04-13,261939.00,salaried,585
1367,2003-04-02,male,Shymkent,2025-02-03,414903.00,salaried,668
1368,1980-02-28,female,Atyrau,2025-06-14,109602.00,retired,703
1369,1965-09-10,male,Astana,2024-09-26,911400.00,salaried,576
1370,1983-01-11,female,Astana,2024-07-28,1111164.00,salaried,550
1371,1987-12-11,male,Kostanay,2024-03-15,185356.00,self_employed,570
1372,1974-10-20,female,Karaganda,2025-03-02,324159.00,entrepreneur,677
1373,1985-10-03,female,Atyrau,2024-04-16,315753.00,salaried,658
1374,2007-09-08,female,Shymkent,2024-02-26,498157.00,salaried,636
1375,2007-04-18,male,Shymkent,2024-02-23,896801.00,salaried,529
1376,1992-07-23,female,Almaty,2025-03-24,1402479.00,entrepreneur,570
1377,2003-10-12,female,Astana,2024-08-25,1142664.00,salaried,549
1378,2004-01-08,female,Astana,2026-04-01,1943943.00,entrepreneur,774
1379,2008-12-08,female,Aktobe,2024-10-16,312871.00,salaried,744
1380,2006-06-20,male,Shymkent,2025-05-05,486616.00,salaried,586
1381,1983-11-03,male,Almaty,2024-08-13,143965.00,retired,683
1382,1990-05-12,male,Aktobe,2024-11-22,865395.00,salaried,645
1383,1981-09-04,male,Almaty,2024-03-21,163019.00,unemployed,548
1384,1999-03-27,female,Semey,2024-05-05,957947.00,salaried,803
1385,1993-03-02,female,Semey,2024-01-22,801478.00,self_employed,682
1386,1988-01-09,female,Almaty,2024-10-12,1047359.00,salaried,563
1387,1970-07-16,female,Almaty,2024-07-29,645588.00,salaried,542
1388,1993-11-14,male,Astana,2024-01-27,152826.00,self_employed,727
1389,1967-06-27,female,Atyrau,2024-12-15,204916.00,student,490
1390,1979-10-14,female,Taraz,2025-07-20,242784.00,student,409
1391,1992-12-22,male,Almaty,2025-08-09,230184.00,retired,667
1392,1979-09-09,female,Almaty,2024-01-16,961853.00,salaried,641
1393,1996-11-09,male,Almaty,2025-08-07,749171.00,salaried,671
1394,1992-10-09,female,Astana,2024-11-10,804752.00,self_employed,456
1395,1986-06-27,male,Almaty,2024-01-10,665201.00,salaried,528
1396,1990-06-16,female,Shymkent,2024-10-10,548459.00,self_employed,479
1397,1967-09-11,male,Pavlodar,2025-05-21,450539.00,salaried,661
1398,2002-11-06,female,Almaty,2025-11-01,171988.00,self_employed,569
1399,2007-11-17,female,Taraz,2024-03-03,163993.00,self_employed,733
1400,1964-05-09,female,Almaty,2025-09-06,272667.00,student,560
1401,1998-02-03,female,Astana,2024-11-29,261212.00,salaried,641
1402,1986-11-14,female,Almaty,2024-11-30,476835.00,salaried,593
1403,1984-06-11,male,Semey,2025-09-28,98229.00,unemployed,540
1404,2007-06-02,female,Almaty,2025-09-15,799946.00,salaried,533
1405,1999-06-17,female,Karaganda,2025-01-22,1893049.00,entrepreneur,676
1406,1972-01-22,female,Karaganda,2024-08-17,860748.00,salaried,560
1407,1986-10-21,female,Astana,2025-09-13,948654.00,salaried,582
1408,1989-09-17,male,Astana,2024-09-06,1056618.00,salaried,814
1409,1995-06-08,male,Astana,2026-01-20,492046.00,entrepreneur,623
1410,1963-07-12,male,Almaty,2025-09-11,200157.00,self_employed,635
1411,1998-07-08,female,Astana,2026-03-06,82841.00,student,655
1412,1967-11-19,male,Shymkent,2024-04-30,420820.00,self_employed,624
1413,2004-07-17,female,Semey,2025-04-09,783360.00,self_employed,551
1414,2008-02-14,female,Almaty,2024-02-04,612684.00,self_employed,501
1415,1972-01-23,male,Almaty,2025-03-08,719908.00,salaried,791
1416,1994-07-23,male,Astana,2025-08-28,499623.00,entrepreneur,672
1417,1984-02-24,male,Almaty,2025-10-07,994400.00,entrepreneur,729
1418,1990-07-10,female,Karaganda,2024-06-04,1788141.00,entrepreneur,593
1419,1967-10-19,male,Astana,2024-06-29,517803.00,self_employed,614
1420,1988-10-09,male,Pavlodar,2024-02-19,491792.00,salaried,772
1421,1986-09-19,male,Astana,2024-11-22,74778.00,unemployed,465
1422,1977-03-02,male,Aktobe,2025-06-15,1782986.00,entrepreneur,607
1423,1996-10-11,male,Almaty,2025-05-13,304309.00,salaried,667
1424,1991-03-10,female,Kostanay,2025-11-13,815615.00,salaried,574
1425,1996-02-07,female,Astana,2025-07-06,357054.00,salaried,534
1426,1987-04-01,male,Astana,2025-08-07,146872.00,student,484
1427,1991-08-17,female,Almaty,2025-03-31,1142587.00,salaried,576
1428,1968-08-09,male,Almaty,2026-04-02,471979.00,salaried,579
1429,2005-04-24,male,Almaty,2025-10-07,531626.00,salaried,661
1430,1978-11-25,female,Almaty,2025-12-23,160220.00,self_employed,671
1431,1974-06-07,female,Taraz,2024-09-08,776493.00,self_employed,468
1432,2002-07-28,female,Pavlodar,2025-05-11,398172.00,self_employed,690
1433,1973-12-16,female,Almaty,2024-01-04,1098409.00,salaried,565
1434,1991-08-18,male,Shymkent,2025-09-20,331396.00,entrepreneur,714
1435,1993-10-08,male,Shymkent,2024-08-25,868852.00,salaried,612
1436,1969-11-16,male,Astana,2024-10-29,746882.00,self_employed,632
1437,2004-02-25,female,Aktobe,2025-11-09,648894.00,salaried,686
1438,1991-03-15,female,Pavlodar,2026-03-03,484462.00,self_employed,653
1439,1968-08-20,female,Astana,2026-03-12,485062.00,salaried,657
1440,1992-09-25,male,Almaty,2025-03-11,551204.00,self_employed,650
1441,1992-01-09,male,Astana,2025-04-03,847173.00,salaried,543
1442,1992-10-06,female,Astana,2025-09-11,481348.00,entrepreneur,668
1443,1987-12-01,male,Aktobe,2026-02-24,918963.00,salaried,690
1444,1976-02-21,female,Almaty,2025-07-02,741483.00,salaried,621
1445,1992-12-08,male,Almaty,2024-08-08,572041.00,salaried,689
1446,1986-04-01,female,Almaty,2025-05-28,1166033.00,salaried,789
1447,1992-08-02,female,Almaty,2024-10-05,421177.00,salaried,646
1448,1977-07-21,female,Astana,2024-03-19,279801.00,student,518
1449,2005-12-23,female,Aktobe,2024-04-07,195457.00,salaried,797
1450,1978-07-07,male,Taraz,2025-06-08,255723.00,student,545
1451,1978-05-09,male,Astana,2025-01-20,1196345.00,salaried,815
1452,1996-02-08,female,Pavlodar,2025-01-26,626828.00,self_employed,595
1453,2008-08-24,male,Astana,2024-08-17,753132.00,salaried,575
1454,1985-01-13,female,Aktobe,2025-10-20,679967.00,salaried,808
1455,1995-03-26,female,Shymkent,2025-05-16,768130.00,salaried,606
1456,1985-02-05,female,Astana,2024-03-01,187207.00,student,670
1457,1976-05-14,male,Almaty,2025-12-06,337928.00,salaried,538
1458,1986-07-28,male,Almaty,2024-11-16,709729.00,self_employed,700
1459,1963-04-11,female,Astana,2025-03-11,761757.00,salaried,561
1460,1981-07-05,female,Karaganda,2024-07-21,964490.00,salaried,582
1461,1991-02-02,male,Atyrau,2024-05-23,836581.00,salaried,788
1462,1977-09-14,male,Astana,2025-06-19,636633.00,salaried,670
1463,1995-06-19,male,Shymkent,2025-06-15,728668.00,salaried,624
1464,1984-08-15,female,Almaty,2025-06-20,963039.00,salaried,589
1465,1980-08-01,female,Almaty,2024-11-15,673348.00,salaried,554
1466,1981-04-23,male,Almaty,2025-08-31,279315.00,salaried,551
1467,2001-06-21,female,Astana,2024-10-08,839367.00,salaried,527
1468,1996-07-19,male,Karaganda,2025-07-28,984246.00,salaried,726
1469,1987-11-07,male,Almaty,2024-07-01,946150.00,salaried,630
1470,1997-02-05,male,Aktobe,2026-04-06,521548.00,self_employed,619
1471,1978-10-22,female,Atyrau,2024-04-03,182800.00,salaried,638
1472,1965-10-05,female,Almaty,2024-02-23,180258.00,salaried,685
1473,2002-08-14,female,Shymkent,2025-07-27,704681.00,salaried,580
1474,1992-07-23,female,Astana,2025-09-11,727341.00,salaried,682
1475,1971-03-21,male,Taraz,2025-12-12,1166965.00,entrepreneur,726
1476,1975-11-04,female,Astana,2025-01-09,545093.00,salaried,611
1477,1970-11-12,male,Karaganda,2025-01-18,766986.00,salaried,617
1478,2000-12-01,male,Almaty,2024-12-02,384355.00,salaried,522
1479,2004-06-09,male,Astana,2025-10-19,466290.00,salaried,537
1480,1989-01-23,female,Karaganda,2026-01-05,240006.00,salaried,812
1481,1965-10-21,female,Astana,2024-02-09,966364.00,salaried,799
1482,1993-10-23,male,Almaty,2024-05-02,526086.00,entrepreneur,542
1483,2006-11-23,female,Almaty,2025-11-01,750512.00,salaried,662
1484,1984-01-11,male,Taraz,2025-06-12,132963.00,student,466
1485,2008-11-13,female,Astana,2026-04-24,184470.00,self_employed,483
1486,1976-03-24,female,Almaty,2025-12-06,226670.00,salaried,661
1487,1988-03-21,male,Karaganda,2025-07-28,50845.00,student,539
1488,1994-06-15,female,Astana,2024-04-29,713692.00,self_employed,687
1489,1966-03-24,female,Almaty,2026-03-18,837063.00,salaried,530
1490,2008-11-12,female,Astana,2026-02-04,64679.00,unemployed,457
1491,1977-03-10,female,Almaty,2025-08-01,623301.00,entrepreneur,642
1492,1995-04-27,male,Almaty,2025-12-15,46428.00,unemployed,451
1493,1991-02-16,male,Astana,2026-04-29,989889.00,salaried,787
1494,1984-03-02,female,Pavlodar,2025-12-20,283267.00,self_employed,725
1495,1991-11-26,male,Shymkent,2024-04-02,538802.00,salaried,777
1496,1988-04-09,female,Almaty,2025-05-01,1146702.00,salaried,579
1497,2001-10-11,male,Astana,2025-12-19,796972.00,salaried,537
1498,2003-06-28,male,Atyrau,2025-10-25,678593.00,salaried,691
1499,1967-03-12,male,Almaty,2026-04-08,375203.00,salaried,531
1500,1984-10-19,male,Karaganda,2026-01-10,1243152.00,entrepreneur,624
1501,1993-06-16,female,Shymkent,2025-03-07,1197921.00,salaried,639
1502,1991-05-19,male,Astana,2025-09-03,717085.00,salaried,605
1503,1963-09-07,male,Pavlodar,2026-03-18,266327.00,self_employed,516
1504,1963-02-10,male,Aktobe,2024-06-18,542914.00,salaried,754
1505,1990-11-05,female,Almaty,2024-08-29,502465.00,salaried,561
1506,1970-07-03,female,Karaganda,2025-05-03,762324.00,salaried,711
1507,2001-02-16,male,Astana,2025-04-19,402813.00,salaried,761
1508,1980-02-13,male,Almaty,2024-10-16,530024.00,entrepreneur,704
1509,1973-12-28,male,Astana,2025-11-16,255137.00,salaried,697
1510,1978-10-01,male,Almaty,2024-12-14,366580.00,self_employed,638
1511,1988-01-20,female,Shymkent,2025-05-26,261023.00,salaried,637
1512,2000-04-10,male,Astana,2024-06-03,865815.00,salaried,612
1513,1996-07-22,female,Taraz,2024-06-16,1185073.00,salaried,735
1514,1992-09-27,male,Almaty,2026-04-02,140777.00,student,431
1515,1973-03-11,female,Almaty,2025-05-12,899636.00,salaried,752
1516,1983-11-13,female,Astana,2025-09-10,625625.00,salaried,652
1517,1973-08-17,male,Astana,2024-04-24,531339.00,salaried,793
1518,1975-07-18,female,Karaganda,2024-12-11,20973.00,unemployed,376
1519,1964-12-19,male,Almaty,2024-02-19,824371.00,salaried,752
1520,1990-01-04,male,Taraz,2025-03-11,232505.00,salaried,709
1521,1994-05-25,male,Aktobe,2025-03-03,367410.00,salaried,670
