application_id,client_id,application_date,product_name,requested_amount,status
1344,3280,2026-03-23,Micro loan,79278.00,rejected
1345,2356,2024-08-01,Credit card,1427051.00,approved
1346,2128,2025-06-29,Cash loan,2225890.00,approved
1347,1375,2024-02-12,Cash loan,2788723.00,rejected
1348,2203,2024-01-14,Credit card,593935.00,approved
1349,4704,2025-05-10,Cash loan,2420878.00,approved
1350,4,2024-05-03,Cash loan,392953.00,rejected
1351,3257,2025-05-15,Micro loan,105512.00,pending
1352,2070,2024-05-08,Micro loan,116564.00,pending
1353,3214,2025-03-01,Credit card,675850.00,approved
1354,240,2025-05-15,Credit card,561111.00,approved
1355,3629,2024-12-15,POS loan,333489.00,rejected
1356,205,2025-07-10,Cash loan,3021807.00,rejected
1357,1580,2024-01-12,Credit card,257779.00,approved
1358,656,2025-10-12,Micro loan,261951.00,rejected
1359,2708,2024-06-11,Micro loan,79021.00,approved
1360,4033,2024-10-29,Cash loan,3246845.00,rejected
1361,3093,2025-12-29,Credit card,542069.00,rejected
1362,4505,2025-01-21,Cash loan,1394721.00,approved
1363,1927,2024-04-08,POS loan,344219.00,approved
1364,2464,2025-01-26,Micro loan,294381.00,rejected
1365,3885,2024-04-28,Cash loan,352350.00,rejected
1366,503,2025-03-16,POS loan,546809.00,rejected
1367,3713,2025-06-25,Credit card,1397211.00,approved
1368,2095,2024-05-05,Credit card,182533.00,approved
1369,1319,2026-04-05,Credit card,1156508.00,approved
1370,3858,2025-09-27,Micro loan,588957.00,approved
1371,858,2025-11-02,Cash loan,405656.00,approved
1372,3201,2024-10-04,POS loan,948759.00,pending
1373,4419,2025-10-06,POS loan,814747.00,approved
1374,175,2024-08-18,Micro loan,265844.00,approved
1375,3778,2026-01-15,POS loan,636164.00,approved
1376,4942,2024-03-26,Micro loan,51736.00,rejected
1377,4784,2025-10-02,Cash loan,2176195.00,approved
1378,4424,2026-01-03,Micro loan,359765.00,approved
1379,353,2025-07-04,Cash loan,1474630.00,pending
1380,1586,2024-09-27,Micro loan,56009.00,approved
1381,4462,2024-06-27,Cash loan,2091999.00,rejected
1382,18,2024-01-25,Cash loan,3376484.00,approved
1383,2766,2024-09-25,POS loan,474296.00,rejected
1384,3557,2026-04-04,Cash loan,3133915.00,approved
1385,3477,2024-08-03,Credit card,816174.00,approved
1386,3860,2026-04-18,Cash loan,2811938.00,approved
1387,1577,2026-04-08,POS loan,393626.00,approved
1388,1436,2025-02-01,Micro loan,290252.00,rejected
1389,4458,2026-02-24,Micro loan,300778.00,approved
1390,107,2025-07-02,Micro loan,570564.00,rejected
1391,648,2024-04-19,Cash loan,1690715.00,approved
1392,2479,2024-11-07,Auto loan,5886701.00,approved
1393,2610,2025-11-28,Micro loan,516985.00,pending
1394,1040,2024-04-04,Cash loan,2017397.00,approved
1395,3316,2025-06-12,Cash loan,2518384.00,approved
1396,777,2025-11-06,Micro loan,465754.00,rejected
1397,1909,2025-01-11,Cash loan,1550166.00,approved
1398,3427,2025-05-10,Cash loan,2890782.00,approved
1399,596,2024-01-13,POS loan,63778.00,rejected
1400,4376,2025-02-24,Credit card,1008368.00,approved
1401,2517,2024-04-13,Cash loan,1136623.00,approved
1402,4972,2024-11-14,POS loan,753978.00,approved
1403,3823,2024-10-25,Micro loan,389443.00,approved
1404,3764,2025-03-30,Micro loan,594520.00,rejected
1405,4667,2025-10-17,Credit card,1604600.00,pending
1406,1812,2025-11-27,Micro loan,422090.00,approved
1407,3161,2024-02-04,Cash loan,825642.00,rejected
1408,2042,2025-11-03,POS loan,113192.00,approved
1409,140,2025-09-21,POS loan,179551.00,pending
1410,629,2024-12-25,Credit card,1709844.00,approved
1411,4997,2025-01-24,Auto loan,12589279.00,approved
1412,1154,2024-08-16,Cash loan,1437469.00,rejected
1413,4025,2024-06-03,POS loan,927792.00,approved
1414,750,2025-01-05,Credit card,1447298.00,approved
1415,2823,2025-12-04,Credit card,1900380.00,approved
1416,4138,2026-03-03,Cash loan,1800652.00,approved
1417,4749,2025-11-30,Micro loan,48149.00,approved
1418,4486,2026-01-22,Auto loan,3461117.00,approved
1419,3348,2025-02-11,Cash loan,3470087.00,rejected
1420,219,2025-08-12,Credit card,836853.00,rejected
1421,4277,2024-08-08,Cash loan,989006.00,approved
1422,4649,2024-07-28,POS loan,724720.00,approved
1423,502,2025-12-10,Micro loan,577672.00,rejected
1424,2039,2024-10-18,POS loan,668226.00,rejected
1425,2135,2024-04-06,Auto loan,9780681.00,approved
1426,773,2026-03-30,Credit card,1662775.00,rejected
1427,169,2025-09-24,POS loan,1098106.00,approved
1428,4938,2025-10-17,Cash loan,1789299.00,approved
1429,2473,2025-06-19,POS loan,411230.00,approved
1430,2750,2024-04-16,POS loan,403980.00,approved
1431,4827,2024-02-11,Credit card,830751.00,rejected
1432,1265,2025-01-21,Cash loan,2149745.00,rejected
1433,1829,2024-04-14,Micro loan,226341.00,rejected
1434,788,2024-05-13,Credit card,1864505.00,approved
1435,3809,2025-02-06,Micro loan,263770.00,approved
1436,2099,2026-03-27,Cash loan,2005241.00,rejected
1437,2067,2024-09-24,Micro loan,520326.00,approved
1438,1492,2026-02-26,Cash loan,1831645.00,pending
1439,3286,2025-06-12,Auto loan,17771931.00,rejected
1440,3377,2025-08-29,Cash loan,2149274.00,approved
1441,3780,2024-04-16,Cash loan,3034313.00,rejected
1442,4534,2024-10-31,POS loan,1002690.00,approved
1443,2680,2024-01-08,Credit card,843329.00,approved
1444,3602,2024-09-23,Credit card,1587354.00,approved
1445,357,2025-05-11,POS loan,705157.00,rejected
1446,4241,2024-11-01,Cash loan,2438513.00,approved
1447,975,2024-07-02,POS loan,147439.00,approved
1448,1925,2024-07-20,POS loan,650101.00,approved
1449,1045,2024-09-19,POS loan,651751.00,rejected
1450,4433,2025-07-03,Cash loan,214868.00,rejected
1451,2987,2026-04-06,Cash loan,602497.00,approved
1452,2891,2024-11-14,POS loan,599553.00,approved
1453,4741,2025-11-02,Cash loan,2893590.00,approved
1454,3789,2024-08-15,Credit card,1485077.00,approved
1455,652,2025-10-06,Cash loan,2570007.00,rejected
1456,1928,2026-04-04,Cash loan,1200257.00,approved
1457,68,2025-11-21,Cash loan,2073866.00,approved
1458,1110,2025-03-29,Micro loan,140216.00,rejected
1459,3156,2025-10-24,POS loan,759045.00,approved
1460,4929,2024-01-05,Micro loan,130780.00,approved
1461,2309,2024-10-04,POS loan,579337.00,approved
1462,4311,2024-01-03,Credit card,160389.00,rejected
1463,4407,2025-09-01,Auto loan,4794653.00,approved
1464,367,2025-02-16,Cash loan,556397.00,rejected
1465,3188,2024-11-29,Credit card,719532.00,approved
1466,4629,2024-09-07,POS loan,578126.00,approved
1467,3408,2025-10-17,Cash loan,2048616.00,rejected
1468,4299,2024-01-15,Micro loan,279563.00,approved
1469,3153,2024-11-23,POS loan,918335.00,approved
1470,110,2025-07-21,Cash loan,2581078.00,approved
1471,985,2025-06-22,Auto loan,10580834.00,approved
1472,2027,2024-01-01,Cash loan,968380.00,approved
1473,1260,2025-07-13,Micro loan,579340.00,approved
1474,1313,2026-03-15,Auto loan,16210527.00,approved
1475,419,2026-02-12,Micro loan,40570.00,approved
1476,504,2025-07-09,Cash loan,3352742.00,approved
1477,1394,2024-06-19,Cash loan,3117906.00,rejected
1478,3101,2025-10-25,POS loan,286660.00,approved
1479,567,2024-12-22,Micro loan,101053.00,rejected
1480,4599,2024-03-01,POS loan,316104.00,rejected
1481,1099,2025-09-26,Credit card,1844454.00,pending
1482,4869,2024-11-11,Micro loan,192197.00,rejected
1483,3350,2024-08-09,POS loan,548516.00,approved
1484,1373,2025-12-21,Micro loan,239959.00,approved
1485,4429,2025-05-14,Credit card,664827.00,approved
1486,2877,2025-09-15,Cash loan,2705904.00,approved
1487,1882,2024-09-02,POS loan,1149900.00,approved
1488,3732,2024-06-01,Micro loan,261803.00,approved
1489,1766,2025-10-25,POS loan,254359.00,rejected
1490,669,2025-11-09,Credit card,834306.00,approved
1491,4548,2025-05-14,POS loan,88903.00,approved
1492,1226,2025-08-24,POS loan,620160.00,rejected
1493,4928,2025-11-16,Auto loan,15245499.00,rejected
1494,4995,2024-10-31,Cash loan,2113002.00,approved
1495,1285,2025-10-29,Cash loan,2097002.00,approved
1496,4162,2025-09-21,Credit card,1546454.00,approved
1497,2690,2024-09-26,Micro loan,114805.00,rejected
1498,4608,2025-09-22,Micro loan,526192.00,pending
1499,4206,2024-10-13,POS loan,1132308.00,approved
1500,3963,2024-10-03,Credit card,190023.00,pending
1501,4722,2024-06-27,POS loan,1133724.00,pending
1502,2840,2026-01-22,Credit card,146386.00,rejected
1503,4041,2025-11-03,Cash loan,239785.00,rejected
1504,4567,2025-10-15,Credit card,845522.00,approved
1505,170,2024-03-23,Credit card,1143831.00,approved
1506,1723,2026-02-19,Credit card,774864.00,approved
1507,1204,2025-11-04,Micro loan,165106.00,rejected
1508,3061,2025-10-13,POS loan,101361.00,approved
1509,4483,2024-10-01,POS loan,77813.00,approved
1510,2781,2025-12-12,Credit card,333244.00,approved
1511,1730,2025-01-24,Micro loan,316469.00,rejected
1512,2404,2025-09-27,Credit card,1533544.00,approved
1513,3961,2025-11-25,Cash loan,717991.00,rejected
1514,2826,2024-04-28,Credit card,183437.00,approved
1515,3674,2024-05-22,Cash loan,1279589.00,rejected
1516,415,2025-09-28,Micro loan,526016.00,rejected
1517,1306,2024-10-21,Credit card,1115855.00,approved
1518,3165,2024-09-05,Micro loan,87000.00,rejected
1519,4354,2024-08-05,POS loan,326889.00,approved
1520,4942,2024-01-31,Micro loan,129080.00,rejected
1521,466,2024-02-07,Auto loan,15917090.00,approved
1522,2188,2025-10-18,POS loan,218824.00,approved
1523,2164,2026-03-04,Cash loan,2993557.00,approved
1524,1596,2024-01-16,Cash loan,2514208.00,approved
1525,2821,2025-04-12,Cash loan,3409628.00,approved
1526,4549,2026-03-04,Credit card,492659.00,rejected
1527,3934,2025-01-22,POS loan,992301.00,approved
1528,2927,2024-12-21,Cash loan,2284578.00,approved
1529,2653,2025-01-28,Micro loan,407581.00,approved
1530,3492,2026-02-19,POS loan,1100597.00,approved
1531,1375,2025-11-04,POS loan,1119862.00,approved
1532,1837,2024-02-16,Cash loan,887158.00,approved
1533,2140,2025-02-18,Credit card,814231.00,rejected
1534,1956,2024-10-19,POS loan,1118950.00,approved
1535,4793,2024-09-28,Credit card,1166870.00,approved
1536,3729,2024-01-07,Cash loan,646040.00,approved
1537,2551,2025-01-15,Cash loan,2944909.00,rejected
1538,1737,2026-02-22,Cash loan,319332.00,approved
1539,2744,2025-10-26,Cash loan,425446.00,rejected
1540,4838,2025-02-07,Credit card,514866.00,approved
1541,3612,2025-01-07,Credit card,830345.00,approved
1542,2289,2024-06-16,Cash loan,2349874.00,pending
1543,1565,2024-09-09,Micro loan,189131.00,approved
1544,3771,2025-04-18,Auto loan,3358627.00,approved
1545,885,2025-12-31,Credit card,1025864.00,rejected
1546,3775,2024-10-28,Micro loan,233084.00,rejected
1547,2163,2025-07-12,Credit card,105296.00,rejected
1548,4258,2024-12-05,Credit card,1019578.00,approved
1549,2116,2024-08-16,Credit card,1302594.00,approved
1550,3853,2024-09-15,Micro loan,245476.00,pending
1551,2505,2026-03-05,POS loan,1133765.00,approved
1552,1739,2026-01-02,POS loan,220908.00,approved
1553,743,2025-12-18,Micro loan,533855.00,rejected
1554,3139,2024-11-10,Micro loan,361758.00,approved
1555,457,2025-07-06,Cash loan,490973.00,rejected
1556,3394,2025-10-11,Cash loan,3193529.00,approved
1557,3663,2025-07-31,Auto loan,12740666.00,rejected
1558,2632,2024-07-17,Credit card,381363.00,rejected
1559,163,2025-01-14,Cash loan,2205595.00,approved
1560,1147,2025-10-05,Micro loan,587343.00,rejected
1561,2474,2024-12-10,Credit card,1227748.00,approved
1562,3620,2025-03-09,Credit card,885026.00,approved
1563,771,2025-10-17,Cash loan,2313633.00,approved
1564,285,2025-05-22,POS loan,995861.00,rejected
1565,895,2026-03-11,Credit card,1546588.00,approved
1566,4764,2024-11-10,Cash loan,3239428.00,approved
1567,2144,2024-12-01,Credit card,461607.00,approved
1568,3030,2025-12-10,POS loan,429846.00,approved
1569,2616,2025-05-26,Cash loan,576242.00,pending
1570,1468,2026-04-10,Credit card,666212.00,approved
1571,2728,2024-04-15,Micro loan,326740.00,approved
1572,4214,2026-04-21,POS loan,330594.00,approved
1573,449,2024-06-06,Cash loan,2098975.00,approved
1574,273,2024-05-12,Credit card,255749.00,approved
1575,3116,2024-01-03,Auto loan,16313652.00,rejected
1576,1904,2026-04-30,Cash loan,1021739.00,approved
1577,3401,2024-01-03,Cash loan,3284446.00,rejected
1578,1705,2024-09-08,Auto loan,8678663.00,approved
1579,3306,2025-10-15,Cash loan,2445470.00,approved
1580,4058,2024-02-08,Micro loan,376841.00,approved
1581,2950,2026-01-08,Auto loan,3478777.00,approved
1582,1866,2024-12-25,Micro loan,129949.00,rejected
1583,1622,2025-11-15,POS loan,1113962.00,approved
1584,2157,2026-01-17,Auto loan,13057995.00,approved
1585,2980,2024-06-22,POS loan,347190.00,rejected
1586,2014,2024-12-07,Cash loan,2123767.00,approved
1587,1381,2024-09-19,Cash loan,1490318.00,pending
1588,2951,2026-04-02,Micro loan,278676.00,approved
1589,3323,2024-03-19,Micro loan,266649.00,rejected
1590,35,2024-09-29,POS loan,1163224.00,rejected
1591,1108,2025-04-29,POS loan,396303.00,approved
1592,422,2025-06-02,POS loan,834434.00,approved
1593,1848,2024-08-12,POS loan,800172.00,approved
1594,4171,2025-01-14,Credit card,232763.00,rejected
1595,1261,2025-07-23,Cash loan,1030366.00,rejected
1596,3595,2024-10-31,Credit card,916942.00,approved
1597,347,2024-02-14,Micro loan,407039.00,pending
1598,1709,2026-04-25,Micro loan,242272.00,pending
1599,28,2025-04-16,Credit card,1640123.00,rejected
1600,3327,2025-10-06,POS loan,655951.00,approved
1601,2064,2025-04-11,Micro loan,418256.00,approved
1602,3728,2026-04-06,Cash loan,1547321.00,approved
1603,3209,2024-12-21,Auto loan,10654080.00,rejected
1604,319,2025-10-23,POS loan,1171782.00,rejected
1605,4840,2025-05-23,Micro loan,169533.00,approved
1606,1387,2024-10-23,Cash loan,1207205.00,approved
1607,502,2025-02-12,Cash loan,418745.00,rejected
1608,305,2026-04-26,POS loan,1034260.00,approved
1609,826,2026-01-26,Micro loan,430347.00,rejected
1610,2785,2025-08-28,Cash loan,2967127.00,rejected
1611,745,2024-11-04,Micro loan,184124.00,pending
1612,1262,2025-07-14,POS loan,330130.00,rejected
1613,1772,2024-06-10,Credit card,1524649.00,rejected
1614,989,2024-10-03,Cash loan,3385755.00,approved
1615,2356,2024-12-03,Cash loan,760869.00,approved
1616,4872,2024-06-08,Cash loan,1156037.00,approved
1617,1896,2025-12-08,Cash loan,3096326.00,approved
1618,224,2024-04-08,Cash loan,2027329.00,pending
1619,4945,2024-06-24,Credit card,1509451.00,approved
1620,1932,2024-12-06,Cash loan,2608078.00,approved
1621,4647,2024-04-08,Auto loan,5914714.00,approved
1622,1326,2025-09-10,POS loan,848244.00,approved
1623,3971,2025-02-24,Cash loan,1327247.00,pending
1624,4256,2024-10-08,POS loan,1073813.00,approved
1625,2342,2024-02-27,Micro loan,593458.00,rejected
1626,4884,2025-04-10,POS loan,811058.00,approved
1627,567,2024-10-08,Cash loan,943642.00,approved
1628,3809,2024-02-10,Credit card,922316.00,approved
1629,1946,2025-01-20,Cash loan,2184885.00,rejected
1630,1000,2026-01-08,Micro loan,473623.00,approved
1631,1343,2025-03-07,Cash loan,3278476.00,rejected
1632,1621,2025-03-15,Cash loan,760607.00,approved
1633,4901,2025-11-15,Credit card,1087116.00,approved
1634,3727,2024-07-19,Credit card,1654502.00,approved
1635,2464,2024-07-17,Micro loan,193787.00,approved
1636,3541,2024-06-19,Credit card,447611.00,approved
1637,1316,2025-06-26,Micro loan,236352.00,approved
1638,678,2024-07-20,POS loan,732479.00,approved
1639,1339,2024-08-10,POS loan,108611.00,approved
1640,3976,2025-11-28,Cash loan,2586482.00,approved
1641,2387,2026-04-17,Micro loan,130553.00,pending
1642,2452,2024-03-17,Cash loan,1569326.00,rejected
1643,1520,2025-08-27,Micro loan,293863.00,rejected
1644,3178,2025-03-29,Credit card,1195556.00,approved
1645,4648,2024-08-13,Credit card,575412.00,rejected
1646,2855,2024-02-05,Cash loan,805436.00,approved
1647,1550,2024-07-20,Credit card,1062761.00,approved
1648,2887,2024-07-20,Micro loan,275670.00,approved
1649,4279,2025-04-02,POS loan,815903.00,approved
1650,653,2026-01-18,Micro loan,52682.00,approved
1651,265,2025-08-16,Credit card,661967.00,approved
1652,3951,2025-01-05,Credit card,224142.00,approved
1653,1517,2024-12-19,Micro loan,530170.00,approved
1654,1491,2026-01-28,Credit card,500741.00,approved
1655,3949,2024-01-05,Credit card,1932861.00,rejected
1656,4568,2025-03-22,Credit card,736487.00,approved
1657,2442,2025-02-07,Credit card,697958.00,pending
1658,2868,2024-06-21,Auto loan,3643732.00,approved
1659,2045,2026-01-27,POS loan,848645.00,rejected
1660,339,2025-07-23,Credit card,898992.00,approved
1661,1142,2025-04-14,Micro loan,30708.00,rejected
1662,2728,2026-04-18,Cash loan,3015428.00,approved
1663,2165,2025-10-02,Cash loan,613768.00,rejected
1664,509,2026-02-07,Micro loan,402335.00,rejected
1665,1458,2025-10-31,Cash loan,450760.00,approved
1666,3344,2025-04-01,POS loan,1114095.00,approved
1667,4667,2026-04-27,Cash loan,357006.00,pending
1668,4657,2025-02-15,Cash loan,298489.00,approved
1669,3476,2026-04-21,Cash loan,1362410.00,pending
1670,2662,2026-02-16,Cash loan,3149549.00,approved
1671,3524,2024-11-23,Cash loan,3197031.00,rejected
1672,1149,2025-02-21,Credit card,718516.00,pending
1673,2445,2024-03-01,Credit card,1999356.00,rejected
1674,1702,2025-05-04,Cash loan,776449.00,rejected
1675,2184,2024-07-13,Auto loan,2721598.00,approved
1676,2746,2025-11-23,Micro loan,461239.00,rejected
1677,248,2025-09-25,Micro loan,412894.00,approved
1678,640,2026-02-04,Micro loan,201476.00,pending
1679,1339,2026-01-25,Micro loan,451371.00,approved
1680,3640,2024-10-15,POS loan,1022118.00,approved
1681,3591,2025-10-28,Credit card,899719.00,approved
1682,1338,2025-06-02,POS loan,538125.00,approved
1683,246,2025-04-16,Credit card,1640444.00,approved
1684,567,2026-01-20,Cash loan,717099.00,approved
1685,2376,2025-06-20,Auto loan,8239773.00,approved
1686,2436,2024-05-11,Cash loan,3249132.00,rejected
1687,2519,2026-01-03,Credit card,141413.00,approved
1688,2099,2025-08-21,Cash loan,379197.00,approved
1689,506,2025-03-25,Cash loan,956742.00,approved
1690,2404,2025-08-06,Cash loan,279046.00,approved
1691,4923,2024-07-31,Cash loan,1887483.00,rejected
1692,2171,2024-03-28,Cash loan,397448.00,approved
1693,2249,2025-12-02,Micro loan,108685.00,approved
1694,2851,2025-01-14,Auto loan,5641106.00,approved
1695,4278,2025-06-09,POS loan,713743.00,approved
1696,3402,2024-01-16,Auto loan,9463717.00,rejected
1697,2931,2025-10-25,Cash loan,636605.00,approved
1698,1868,2024-12-19,Micro loan,378264.00,approved
1699,4644,2024-12-25,Cash loan,3167285.00,rejected
1700,3751,2025-04-30,Cash loan,804653.00,approved
1701,1887,2025-07-06,POS loan,269608.00,rejected
1702,1001,2024-04-30,Cash loan,3125241.00,approved
1703,3858,2024-04-08,Cash loan,3301619.00,approved
1704,1580,2024-09-26,Cash loan,1797885.00,approved
1705,3456,2024-11-29,Cash loan,1218520.00,rejected
1706,4088,2024-07-10,Micro loan,394655.00,approved
1707,296,2025-05-23,Cash loan,461979.00,approved
1708,57,2025-03-25,Cash loan,3227203.00,approved
1709,2509,2024-11-24,Micro loan,215387.00,approved
1710,164,2025-07-15,POS loan,122314.00,rejected
1711,3511,2025-11-21,Credit card,766057.00,rejected
1712,1887,2026-04-12,Cash loan,313477.00,approved
1713,123,2025-08-19,Auto loan,12286122.00,approved
1714,610,2025-08-27,Micro loan,311951.00,rejected
1715,211,2026-04-10,Credit card,1532370.00,rejected
1716,1350,2026-01-06,Micro loan,503610.00,rejected
1717,907,2026-03-21,Credit card,1487823.00,rejected
1718,1514,2025-06-12,Credit card,1898560.00,pending
1719,630,2024-12-09,Auto loan,16488169.00,rejected
1720,1229,2026-03-30,POS loan,452062.00,approved
1721,2710,2026-04-20,Cash loan,1849426.00,rejected
1722,1424,2025-05-05,Cash loan,3127251.00,approved
1723,4877,2025-02-07,Micro loan,321987.00,approved
1724,681,2024-02-08,POS loan,408739.00,approved
1725,1112,2025-12-16,Micro loan,185622.00,rejected
1726,1549,2024-01-20,Auto loan,10266286.00,approved
1727,4233,2024-08-27,Credit card,1055287.00,approved
1728,546,2024-01-12,POS loan,1120974.00,approved
1729,1104,2024-09-14,Micro loan,557766.00,approved
1730,1828,2025-10-10,POS loan,509238.00,approved
1731,796,2024-12-29,POS loan,424162.00,approved
1732,1477,2025-11-18,Cash loan,1963082.00,approved
1733,3174,2025-10-20,Cash loan,495381.00,approved
1734,1238,2025-08-26,Micro loan,371198.00,rejected
1735,1151,2025-01-25,Credit card,1932634.00,approved
1736,4606,2025-03-04,Micro loan,473830.00,pending
1737,717,2024-01-21,Credit card,103450.00,rejected
1738,221,2026-01-30,Credit card,1480532.00,approved
1739,3912,2025-02-04,Micro loan,256862.00,pending
1740,170,2026-03-04,Credit card,579254.00,rejected
1741,1694,2024-08-11,Micro loan,393264.00,approved
1742,3204,2025-12-20,POS loan,1084370.00,approved
1743,2789,2024-12-28,Cash loan,2857807.00,approved
1744,303,2024-12-13,Micro loan,81031.00,approved
1745,437,2025-07-15,Cash loan,1895205.00,approved
1746,1531,2025-01-04,Cash loan,3126702.00,pending
1747,4138,2026-04-29,Cash loan,1705121.00,rejected
1748,2417,2024-11-15,Auto loan,11815320.00,pending
1749,2359,2026-03-04,Cash loan,681855.00,approved
1750,3423,2024-03-08,POS loan,829725.00,approved
1751,1476,2025-09-02,Credit card,1325507.00,approved
1752,347,2025-03-26,POS loan,296731.00,pending
1753,4135,2024-04-22,Auto loan,17101433.00,approved
1754,4396,2024-08-03,POS loan,1144455.00,approved
1755,118,2024-08-30,Cash loan,542897.00,rejected
1756,2287,2025-07-31,Micro loan,128121.00,pending
1757,3918,2025-03-21,POS loan,828776.00,approved
1758,333,2024-10-12,Cash loan,2220755.00,approved
1759,1631,2026-01-25,Micro loan,378551.00,rejected
1760,2904,2025-10-22,Micro loan,168697.00,rejected
1761,2640,2024-02-23,Auto loan,6157221.00,pending
1762,3225,2024-02-06,Micro loan,91748.00,approved
1763,4061,2024-10-25,Credit card,1027159.00,rejected
1764,3242,2025-04-28,Micro loan,243257.00,rejected
1765,2663,2024-03-17,Micro loan,290396.00,approved
1766,4046,2024-10-18,Cash loan,723066.00,approved
1767,4245,2024-04-17,Cash loan,2071804.00,approved
1768,212,2024-07-31,POS loan,236641.00,pending
1769,948,2024-01-04,Cash loan,751072.00,rejected
1770,46,2025-05-29,Cash loan,1153836.00,approved
1771,794,2026-04-12,Auto loan,2161549.00,approved
1772,202,2025-08-13,POS loan,1075644.00,rejected
1773,4381,2026-04-05,Auto loan,3908756.00,rejected
1774,3266,2024-03-27,Credit card,1145813.00,rejected
1775,2136,2024-11-15,Cash loan,2663325.00,approved
1776,1830,2026-03-13,Credit card,1662076.00,approved
1777,3266,2026-01-04,Cash loan,2863110.00,approved
1778,1384,2025-04-22,Credit card,1948735.00,approved
1779,3536,2024-04-17,Cash loan,1276453.00,rejected
1780,309,2024-06-22,Auto loan,2324259.00,rejected
1781,1476,2025-06-19,Credit card,1885568.00,rejected
1782,2914,2026-01-08,POS loan,348036.00,rejected
1783,4346,2025-08-24,Cash loan,2418822.00,approved
1784,3283,2024-09-13,Micro loan,257769.00,approved
1785,4793,2025-04-05,Micro loan,399389.00,approved
1786,4969,2024-03-05,Credit card,469571.00,approved
1787,2409,2025-07-23,POS loan,226703.00,pending
1788,2489,2024-11-06,Cash loan,3219886.00,approved
1789,1840,2025-11-16,Credit card,1025194.00,rejected
1790,3095,2026-02-28,Credit card,177585.00,pending
1791,508,2025-06-08,POS loan,761879.00,approved
1792,3833,2025-09-09,Cash loan,1795616.00,approved
1793,858,2025-06-25,Auto loan,12971034.00,approved
1794,4690,2024-01-17,Cash loan,1347519.00,rejected
1795,1360,2025-10-19,POS loan,767000.00,approved
1796,1661,2024-10-29,POS loan,214462.00,rejected
1797,1308,2024-04-24,Auto loan,9155462.00,approved
1798,38,2026-04-20,Credit card,1376184.00,rejected
1799,727,2024-01-21,POS loan,945898.00,rejected
1800,4143,2025-09-28,POS loan,385680.00,approved
1801,1061,2026-01-22,POS loan,934042.00,approved
1802,1072,2026-02-12,Credit card,1267677.00,rejected
1803,2053,2025-12-20,Credit card,187042.00,approved
1804,2463,2026-01-09,Cash loan,1562425.00,approved
1805,1906,2025-08-11,Credit card,506089.00,approved
1806,1627,2026-02-03,Cash loan,1786000.00,approved
1807,186,2025-06-19,Cash loan,1229990.00,approved
1808,4351,2025-02-04,Micro loan,174122.00,approved
1809,3314,2026-03-23,POS loan,522129.00,approved
1810,4554,2025-12-27,Micro loan,110455.00,approved
1811,1650,2024-01-23,POS loan,1027892.00,pending
1812,856,2025-09-24,Cash loan,1372586.00,approved
1813,4065,2025-06-12,POS loan,97971.00,approved
1814,509,2025-06-11,Auto loan,12691714.00,rejected
1815,1956,2024-10-10,Micro loan,103861.00,approved
1816,4324,2024-06-01,Credit card,1453908.00,pending
1817,2844,2024-10-06,Auto loan,10522024.00,approved
1818,4065,2025-07-27,Credit card,738204.00,rejected
1819,2520,2024-05-28,Micro loan,54783.00,approved
1820,2528,2024-08-15,Credit card,378665.00,approved
1821,1639,2025-09-01,POS loan,174927.00,approved
1822,455,2025-03-29,POS loan,987925.00,approved
1823,2728,2024-12-08,Cash loan,3410238.00,approved
1824,2611,2025-05-10,Auto loan,16265578.00,approved
1825,3144,2025-12-31,Cash loan,1072521.00,approved
1826,3706,2024-08-01,Cash loan,1781798.00,approved
1827,1481,2024-09-16,POS loan,227282.00,rejected
1828,764,2026-04-30,POS loan,519540.00,approved
1829,2589,2025-03-23,POS loan,185035.00,approved
1830,4165,2026-02-26,Auto loan,13584764.00,approved
1831,2167,2025-10-30,Cash loan,1415563.00,approved
1832,616,2025-03-30,Credit card,1558332.00,approved
1833,2963,2026-02-01,POS loan,475650.00,approved
1834,3169,2024-03-10,Cash loan,1790036.00,approved
1835,4036,2025-11-16,Cash loan,510591.00,rejected
1836,2512,2024-01-27,Micro loan,93119.00,approved
1837,4819,2024-06-07,POS loan,1121127.00,pending
1838,2704,2025-09-06,Credit card,994701.00,approved
1839,3655,2025-06-16,Cash loan,2485641.00,approved
1840,3921,2025-01-26,POS loan,50309.00,approved
1841,2439,2025-04-27,Auto loan,6749965.00,approved
1842,1584,2025-04-07,Cash loan,177302.00,approved
1843,4356,2025-10-25,Auto loan,9015407.00,pending
1844,3536,2024-12-16,Cash loan,1084288.00,rejected
1845,3084,2025-05-05,POS loan,424856.00,rejected
1846,2063,2024-12-15,Credit card,642025.00,approved
1847,2499,2025-08-21,Credit card,1169897.00,approved
1848,4690,2024-09-09,Credit card,857593.00,approved
1849,2698,2024-08-30,POS loan,675787.00,rejected
1850,1389,2024-07-04,Credit card,1895241.00,pending
1851,3589,2024-02-04,POS loan,595189.00,rejected
1852,3259,2025-01-01,POS loan,471291.00,rejected
1853,92,2024-03-10,Micro loan,521261.00,approved
1854,4970,2024-06-17,Micro loan,95469.00,approved
1855,1967,2025-06-07,Credit card,1997294.00,pending
1856,4256,2025-04-06,Cash loan,1631364.00,approved
1857,4242,2024-08-26,Cash loan,2870444.00,pending
1858,1841,2024-01-26,Cash loan,2595290.00,approved
