payment_id,loan_id,payment_date,paid_amount,overdue_days
16467,1613,2025-09-13,41185.06,0
16468,1613,2025-10-13,36932.77,0
16469,1613,2025-11-12,34247.74,0
16470,1613,2025-12-12,57024.50,7
16471,1613,2026-01-11,43793.33,0
16472,1613,2026-02-10,51202.03,15
16473,1613,2026-03-12,32949.75,0
16474,1613,2026-04-11,56631.77,3
16475,1614,2026-02-28,16587.38,0
16476,1614,2026-03-30,12493.62,0
16477,1614,2026-04-29,18608.83,0
16478,1615,2024-08-27,22634.64,0
16479,1615,2024-09-26,24398.43,7
16480,1615,2024-10-26,23071.87,0
16481,1615,2024-11-25,22321.66,3
16482,1615,2024-12-25,18198.05,0
16483,1615,2025-01-24,21616.19,0
16484,1615,2025-02-23,21146.17,0
16485,1615,2025-03-25,27886.21,0
16486,1615,2025-04-24,17958.25,0
16487,1615,2025-05-24,24365.18,7
16488,1615,2025-06-23,24135.05,0
16489,1615,2025-07-23,18072.54,3
16490,1616,2026-01-13,139047.92,15
16491,1616,2026-02-12,189491.36,0
16492,1616,2026-03-14,232331.43,0
16493,1616,2026-04-13,229584.78,0
16494,1617,2025-01-31,29545.58,15
16495,1617,2025-03-02,30697.86,0
16496,1617,2025-04-01,27693.23,15
16497,1617,2025-05-01,28787.92,0
16498,1617,2025-05-31,19898.22,7
16499,1617,2025-06-30,23285.60,0
16500,1617,2025-07-30,27665.60,7
16501,1617,2025-08-29,22806.37,0
16502,1617,2025-09-28,17220.52,0
16503,1617,2025-10-28,26346.42,0
16504,1617,2025-11-27,21663.12,7
16505,1617,2025-12-27,19853.43,7
16506,1617,2026-01-26,31899.52,0
16507,1617,2026-02-25,25087.80,0
16508,1617,2026-03-27,20923.60,0
16509,1617,2026-04-26,32197.66,3
16510,1618,2026-04-17,30683.46,0
16511,1619,2024-07-17,28312.94,15
16512,1619,2024-08-16,28590.36,0
16513,1619,2024-09-15,28800.11,0
16514,1619,2024-10-15,31033.24,0
16515,1619,2024-11-14,38507.86,7
16516,1619,2024-12-14,35739.25,7
16517,1619,2025-01-13,29559.78,15
16518,1619,2025-02-12,32751.27,3
16519,1619,2025-03-14,45166.26,0
16520,1619,2025-04-13,34701.08,0
16521,1619,2025-05-13,35138.37,0
16522,1619,2025-06-12,39188.03,0
16523,1620,2025-09-23,113143.07,0
16524,1620,2025-10-23,78726.29,15
16525,1620,2025-11-22,119082.55,0
16526,1620,2025-12-22,122892.02,0
16527,1620,2026-01-21,75735.58,3
16528,1620,2026-02-20,76200.81,0
16529,1622,2026-03-02,14964.84,15
16530,1622,2026-04-01,17310.62,7
16531,1623,2025-06-23,69540.67,0
16532,1623,2025-07-23,38756.47,0
16533,1623,2025-08-22,69901.06,0
16534,1623,2025-09-21,50922.21,0
16535,1623,2025-10-21,42660.02,15
16536,1623,2025-11-20,42789.06,15
16537,1623,2025-12-20,38552.32,15
16538,1623,2026-01-19,61085.98,7
16539,1623,2026-02-18,65824.38,0
16540,1623,2026-03-20,63597.43,15
16541,1623,2026-04-19,58710.72,7
16542,1624,2025-05-14,19938.11,0
16543,1624,2025-06-13,21707.69,0
16544,1624,2025-07-13,21098.19,7
16545,1624,2025-08-12,17587.94,3
16546,1624,2025-09-11,22504.71,3
16547,1624,2025-10-11,18632.00,7
16548,1624,2025-11-10,27030.57,0
16549,1624,2025-12-10,17777.15,3
16550,1624,2026-01-09,15609.25,0
16551,1624,2026-02-08,20723.13,15
16552,1624,2026-03-10,26227.56,7
16553,1624,2026-04-09,18189.26,0
16554,1625,2025-01-31,31529.88,0
16555,1625,2025-03-02,31466.28,7
16556,1625,2025-04-01,32317.59,0
16557,1625,2025-05-01,21470.17,7
16558,1625,2025-05-31,24623.77,7
16559,1625,2025-06-30,22698.92,0
16560,1625,2025-07-30,28199.93,0
16561,1625,2025-08-29,25751.25,0
16562,1625,2025-09-28,34348.90,3
16563,1625,2025-10-28,34506.40,0
16564,1625,2025-11-27,33622.03,0
16565,1625,2025-12-27,25664.17,0
16566,1625,2026-01-26,24192.48,0
16567,1625,2026-02-25,34730.61,0
16568,1625,2026-03-27,20606.14,0
16569,1625,2026-04-26,30046.68,0
16570,1626,2025-12-26,3364.40,0
16571,1626,2026-01-25,4270.38,0
16572,1626,2026-02-24,3239.97,7
16573,1626,2026-03-26,4346.86,7
16574,1626,2026-04-25,3874.80,15
16575,1627,2025-04-20,4923.19,0
16576,1627,2025-05-20,5363.77,0
16577,1627,2025-06-19,5993.63,15
16578,1627,2025-07-19,4422.72,0
16579,1627,2025-08-18,4890.99,3
16580,1627,2025-09-17,7227.27,3
16581,1627,2025-10-17,4507.66,0
16582,1627,2025-11-16,7310.34,0
16583,1627,2025-12-16,5295.11,0
16584,1627,2026-01-15,4677.89,3
16585,1627,2026-02-14,6300.12,7
16586,1627,2026-03-16,5938.32,0
16587,1627,2026-04-15,4839.94,3
16588,1628,2024-02-21,25254.50,7
16589,1628,2024-03-22,32288.46,0
16590,1628,2024-04-21,33502.59,15
16591,1628,2024-05-21,32538.56,3
16592,1628,2024-06-20,32911.17,0
16593,1628,2024-07-20,31067.78,0
16594,1628,2024-08-19,30999.54,0
16595,1628,2024-09-18,28009.27,0
16596,1628,2024-10-18,33598.81,0
16597,1628,2024-11-17,29446.56,0
16598,1628,2024-12-17,25905.35,3
16599,1628,2025-01-16,36038.92,15
16600,1628,2025-02-15,31488.55,0
16601,1628,2025-03-17,46091.29,0
16602,1628,2025-04-16,45711.72,15
16603,1628,2025-05-16,41516.08,3
16604,1628,2025-06-15,33697.20,15
16605,1628,2025-07-15,46365.50,0
16606,1629,2025-03-09,80875.03,0
16607,1629,2025-04-08,57457.76,0
16608,1629,2025-05-08,81468.39,7
16609,1629,2025-06-07,90099.71,3
16610,1629,2025-07-07,81199.75,0
16611,1629,2025-08-06,50762.88,15
16612,1629,2025-09-05,62199.30,0
16613,1629,2025-10-05,72477.55,3
16614,1629,2025-11-04,60872.93,7
16615,1629,2025-12-04,83436.54,0
16616,1629,2026-01-03,74622.23,3
16617,1629,2026-02-02,52712.40,7
16618,1630,2024-11-10,11715.17,0
16619,1630,2024-12-10,15177.12,7
16620,1630,2025-01-09,12501.47,0
16621,1630,2025-02-08,14893.62,0
16622,1630,2025-03-10,12133.41,0
16623,1630,2025-04-09,12574.51,3
16624,1630,2025-05-09,15886.78,0
16625,1630,2025-06-08,16241.14,7
16626,1630,2025-07-08,14821.06,15
16627,1630,2025-08-07,18760.23,15
16628,1630,2025-09-06,12426.98,7
16629,1630,2025-10-06,13440.12,0
16630,1630,2025-11-05,15565.26,0
16631,1630,2025-12-05,11088.58,0
16632,1630,2026-01-04,15732.37,0
16633,1630,2026-02-03,15028.23,0
16634,1630,2026-03-05,12317.93,0
16635,1630,2026-04-04,11650.08,0
16636,1631,2024-05-05,8787.63,15
16637,1631,2024-06-04,12709.97,7
16638,1631,2024-07-04,12343.29,0
16639,1631,2024-08-03,11706.46,7
16640,1631,2024-09-02,14009.59,15
16641,1631,2024-10-02,13690.47,7
16642,1631,2024-11-01,11979.90,0
16643,1631,2024-12-01,14045.78,0
16644,1631,2024-12-31,11005.56,15
16645,1631,2025-01-30,11167.29,0
16646,1631,2025-03-01,9231.55,0
16647,1631,2025-03-31,14845.55,15
16648,1631,2025-04-30,14377.76,0
16649,1631,2025-05-30,12838.08,0
16650,1631,2025-06-29,13204.42,15
16651,1631,2025-07-29,10504.52,15
16652,1631,2025-08-28,9539.46,0
16653,1631,2025-09-27,10701.23,0
16654,1632,2024-09-08,11900.89,0
16655,1632,2024-10-08,11946.52,0
16656,1632,2024-11-07,11618.59,0
16657,1632,2024-12-07,15864.63,0
16658,1632,2025-01-06,14568.43,0
16659,1632,2025-02-05,10998.25,15
16660,1632,2025-03-07,13589.30,0
16661,1632,2025-04-06,10764.52,7
16662,1632,2025-05-06,11983.37,0
16663,1632,2025-06-05,14813.11,7
16664,1632,2025-07-05,11627.22,0
16665,1632,2025-08-04,15059.51,7
16666,1632,2025-09-03,9780.43,0
16667,1632,2025-10-03,11529.94,7
16668,1632,2025-11-02,16470.64,7
16669,1632,2025-12-02,8841.84,0
16670,1632,2026-01-01,15148.16,3
16671,1632,2026-01-31,15701.26,0
16672,1632,2026-03-02,10355.72,0
16673,1632,2026-04-01,13508.85,0
16674,1633,2025-03-25,110504.28,0
16675,1633,2025-04-24,97931.36,3
16676,1633,2025-05-24,84039.55,0
16677,1633,2025-06-23,80097.67,0
16678,1633,2025-07-23,116036.19,0
16679,1633,2025-08-22,106182.02,0
16680,1634,2025-02-20,47575.17,15
16681,1634,2025-03-22,39177.39,15
16682,1634,2025-04-21,28318.16,3
16683,1634,2025-05-21,39272.90,7
16684,1634,2025-06-20,30626.66,15
16685,1634,2025-07-20,49445.06,3
16686,1635,2025-03-07,12648.77,0
16687,1635,2025-04-06,16046.70,0
16688,1635,2025-05-06,13367.25,15
16689,1635,2025-06-05,11473.26,0
16690,1635,2025-07-05,15088.83,0
16691,1635,2025-08-04,14255.46,3
16692,1635,2025-09-03,14347.69,0
16693,1635,2025-10-03,17899.12,0
16694,1635,2025-11-02,12866.18,3
16695,1635,2025-12-02,15908.63,0
16696,1635,2026-01-01,11611.61,0
16697,1635,2026-01-31,18726.84,0
16698,1635,2026-03-02,15594.74,0
16699,1635,2026-04-01,20826.90,3
16700,1636,2026-01-06,170499.50,0
16701,1636,2026-02-05,237276.40,7
16702,1636,2026-03-07,209171.52,0
16703,1636,2026-04-06,187086.85,7
16704,1637,2025-01-22,47384.10,15
16705,1637,2025-02-21,62018.89,0
16706,1637,2025-03-23,74624.80,0
16707,1637,2025-04-22,54014.69,0
16708,1637,2025-05-22,75106.22,15
16709,1637,2025-06-21,81410.42,15
16710,1637,2025-07-21,49878.45,7
16711,1637,2025-08-20,68901.15,31
16712,1637,2025-09-19,67087.12,35
16713,1637,2025-10-19,51864.57,10
16714,1637,2025-11-18,87330.74,45
16715,1637,2025-12-18,57149.89,90
16716,1638,2025-01-09,14634.63,0
16717,1638,2025-02-08,14199.38,0
16718,1638,2025-03-10,16067.49,0
16719,1638,2025-04-09,10416.72,0
16720,1638,2025-05-09,9343.89,15
16721,1638,2025-06-08,15698.52,0
16722,1638,2025-07-08,15522.24,3
16723,1638,2025-08-07,9081.44,0
16724,1638,2025-09-06,14774.85,3
16725,1638,2025-10-06,11813.76,0
16726,1638,2025-11-05,13047.59,0
16727,1638,2025-12-05,10033.26,7
16728,1639,2024-09-02,38389.57,0
16729,1639,2024-10-02,47147.82,7
16730,1639,2024-11-01,56782.96,0
16731,1639,2024-12-01,57847.91,0
16732,1639,2024-12-31,49254.17,0
16733,1639,2025-01-30,49245.59,15
16734,1639,2025-03-01,52862.19,3
16735,1639,2025-03-31,31974.66,15
16736,1639,2025-04-30,34553.32,0
16737,1639,2025-05-30,54746.69,7
16738,1639,2025-06-29,57084.72,7
16739,1639,2025-07-29,60493.10,3
16740,1640,2025-09-07,28580.17,7
16741,1640,2025-10-07,30941.25,0
16742,1640,2025-11-06,44785.16,0
16743,1640,2025-12-06,53635.34,0
16744,1640,2026-01-05,33535.55,0
16745,1640,2026-02-04,41690.50,7
16746,1640,2026-03-06,48176.57,15
16747,1640,2026-04-05,35434.39,0
16748,1641,2024-07-28,31827.92,0
16749,1641,2024-08-27,42591.44,0
16750,1641,2024-09-26,54198.42,0
16751,1641,2024-10-26,46671.40,0
16752,1641,2024-11-25,43857.79,0
16753,1641,2024-12-25,54423.88,10
16754,1641,2025-01-24,41419.07,60
16755,1641,2025-02-23,33146.41,90
16756,1641,2025-03-25,57473.90,31
16757,1641,2025-04-24,53648.66,60
16758,1641,2025-05-24,0.00,75
16759,1641,2025-06-23,53914.31,31
16760,1641,2025-07-23,56851.53,90
16761,1641,2025-08-22,53078.45,10
16762,1641,2025-09-21,56367.17,75
16763,1641,2025-10-21,59387.64,45
16764,1641,2025-11-20,52867.40,31
16765,1641,2025-12-20,59283.25,90
16766,1642,2024-06-30,84773.19,3
16767,1642,2024-07-30,75612.51,0
16768,1642,2024-08-29,76157.39,0
16769,1642,2024-09-28,79409.95,15
16770,1642,2024-10-28,105602.12,0
16771,1642,2024-11-27,75123.08,0
16772,1642,2024-12-27,75628.17,15
16773,1642,2025-01-26,86548.34,15
16774,1642,2025-02-25,78986.90,7
16775,1642,2025-03-27,88294.37,3
16776,1642,2025-04-26,87040.37,0
16777,1642,2025-05-26,74264.77,0
16778,1643,2024-05-28,31467.85,3
16779,1643,2024-06-27,35157.97,0
16780,1643,2024-07-27,50564.52,3
16781,1643,2024-08-26,34792.35,15
16782,1643,2024-09-25,51504.69,3
16783,1643,2024-10-25,29219.21,15
16784,1643,2024-11-24,33933.12,3
16785,1643,2024-12-24,52209.07,3
16786,1643,2025-01-23,48786.10,0
16787,1643,2025-02-22,40799.59,0
16788,1643,2025-03-24,33222.52,15
16789,1643,2025-04-23,49851.29,0
16790,1643,2025-05-23,51058.62,0
16791,1643,2025-06-22,43897.50,0
16792,1643,2025-07-22,43998.74,3
16793,1643,2025-08-21,49615.91,3
16794,1643,2025-09-20,53165.53,7
16795,1643,2025-10-20,45043.53,0
16796,1643,2025-11-19,38853.08,3
16797,1643,2025-12-19,30877.49,7
16798,1643,2026-01-18,45663.29,7
16799,1643,2026-02-17,35929.58,3
16800,1643,2026-03-19,29238.73,15
16801,1643,2026-04-18,33615.38,15
16802,1644,2026-02-13,232498.15,3
16803,1644,2026-03-15,177451.51,0
16804,1644,2026-04-14,224696.90,7
16805,1645,2024-02-04,7216.37,3
16806,1645,2024-03-05,8849.49,7
16807,1645,2024-04-04,7578.50,7
16808,1645,2024-05-04,4944.95,0
16809,1645,2024-06-03,8772.70,3
16810,1645,2024-07-03,4946.25,0
16811,1645,2024-08-02,5983.13,15
16812,1645,2024-09-01,6525.61,0
16813,1645,2024-10-01,8575.87,0
16814,1645,2024-10-31,9140.29,0
16815,1645,2024-11-30,8663.81,0
16816,1645,2024-12-30,6192.98,7
16817,1645,2025-01-29,6259.27,0
16818,1645,2025-02-28,7905.76,3
16819,1645,2025-03-30,7126.71,0
16820,1645,2025-04-29,8488.39,3
16821,1645,2025-05-29,8159.17,3
16822,1645,2025-06-28,9075.18,7
16823,1646,2025-12-13,46392.64,0
16824,1646,2026-01-12,46847.43,7
16825,1646,2026-02-11,26443.73,0
16826,1646,2026-03-13,33404.07,0
16827,1646,2026-04-12,46711.16,15
16828,1647,2024-07-26,33529.47,15
16829,1647,2024-08-25,38657.49,15
16830,1647,2024-09-24,49430.62,15
16831,1647,2024-10-24,52451.47,15
16832,1647,2024-11-23,39445.97,0
16833,1647,2024-12-23,41117.84,15
16834,1648,2024-11-18,133412.96,3
16835,1648,2024-12-18,141054.83,0
16836,1648,2025-01-17,114134.12,0
16837,1648,2025-02-16,132247.13,3
16838,1648,2025-03-18,124440.17,5
16839,1648,2025-04-17,130066.62,45
16840,1649,2025-07-30,55385.42,0
16841,1649,2025-08-29,42933.67,0
16842,1649,2025-09-28,42676.12,0
16843,1649,2025-10-28,65053.74,0
16844,1649,2025-11-27,63018.33,0
16845,1649,2025-12-27,65501.77,15
16846,1649,2026-01-26,67011.34,3
16847,1649,2026-02-25,48768.43,15
16848,1649,2026-03-27,59762.78,3
16849,1649,2026-04-26,67881.27,15
16850,1651,2024-03-18,27720.31,15
16851,1651,2024-04-17,20590.46,3
16852,1651,2024-05-17,22832.34,3
16853,1651,2024-06-16,33513.97,7
16854,1651,2024-07-16,34804.20,0
16855,1651,2024-08-15,22502.43,15
16856,1651,2024-09-14,29163.07,0
16857,1651,2024-10-14,32111.82,3
16858,1651,2024-11-13,37596.86,0
16859,1651,2024-12-13,30219.92,15
16860,1651,2025-01-12,29802.24,15
16861,1651,2025-02-11,34620.27,0
16862,1651,2025-03-13,31335.96,0
16863,1651,2025-04-12,33748.57,0
16864,1651,2025-05-12,26456.78,7
16865,1651,2025-06-11,32744.44,0
16866,1651,2025-07-11,22866.53,0
16867,1651,2025-08-10,27613.20,7
16868,1651,2025-09-09,35020.07,0
16869,1651,2025-10-09,21370.54,15
16870,1651,2025-11-08,26542.46,15
16871,1651,2025-12-08,32917.31,3
16872,1651,2026-01-07,35730.73,0
16873,1651,2026-02-06,24254.80,0
16874,1652,2025-10-19,111690.39,0
16875,1652,2025-11-18,126867.23,0
16876,1652,2025-12-18,131474.53,3
16877,1652,2026-01-17,90846.72,0
16878,1652,2026-02-16,145259.57,0
16879,1652,2026-03-18,123676.35,3
16880,1652,2026-04-17,133787.21,0
16881,1653,2025-10-21,28468.67,15
16882,1653,2025-11-20,33958.92,0
16883,1653,2025-12-20,39508.18,0
16884,1653,2026-01-19,30746.60,0
16885,1653,2026-02-18,31566.05,7
16886,1653,2026-03-20,23599.44,0
16887,1653,2026-04-19,41505.87,0
16888,1654,2025-05-25,19528.29,0
16889,1654,2025-06-24,20295.04,7
16890,1654,2025-07-24,14273.77,0
16891,1654,2025-08-23,22516.17,15
16892,1654,2025-09-22,25567.59,0
16893,1654,2025-10-22,14670.93,0
16894,1654,2025-11-21,21850.70,0
16895,1654,2025-12-21,13896.68,0
16896,1654,2026-01-20,22200.13,3
16897,1654,2026-02-19,20089.83,0
16898,1654,2026-03-21,20458.97,0
16899,1654,2026-04-20,13768.61,0
16900,1655,2025-07-04,1399.18,3
16901,1655,2025-08-03,1821.42,0
16902,1655,2025-09-02,1798.29,0
16903,1655,2025-10-02,2611.11,0
16904,1655,2025-11-01,1544.42,3
16905,1655,2025-12-01,2010.83,3
16906,1655,2025-12-31,2113.09,0
16907,1655,2026-01-30,1784.27,0
16908,1655,2026-03-01,2341.69,0
16909,1655,2026-03-31,1697.02,0
16910,1655,2026-04-30,1486.92,15
16911,1656,2024-12-12,14177.62,0
16912,1656,2025-01-11,15691.29,3
16913,1656,2025-02-10,12858.43,3
16914,1656,2025-03-12,15440.39,0
16915,1656,2025-04-11,20500.00,3
16916,1656,2025-05-11,16248.33,0
16917,1656,2025-06-10,16528.97,15
16918,1656,2025-07-10,18061.56,0
16919,1656,2025-08-09,16824.70,0
16920,1656,2025-09-08,12359.60,3
16921,1656,2025-10-08,21217.57,0
16922,1656,2025-11-07,16667.08,7
16923,1657,2025-05-29,40133.49,0
16924,1657,2025-06-28,24004.01,7
16925,1657,2025-07-28,30904.40,0
16926,1657,2025-08-27,38478.30,0
16927,1657,2025-09-26,26096.39,0
16928,1657,2025-10-26,25308.09,0
16929,1657,2025-11-25,26806.97,0
16930,1657,2025-12-25,35624.28,0
16931,1657,2026-01-24,30166.92,15
16932,1657,2026-02-23,25996.78,3
16933,1657,2026-03-25,36311.17,0
16934,1657,2026-04-24,35265.09,15
16935,1658,2025-01-03,46653.58,15
16936,1658,2025-02-02,34023.49,15
16937,1658,2025-03-04,44209.81,0
16938,1658,2025-04-03,39659.51,0
16939,1658,2025-05-03,47469.65,0
16940,1658,2025-06-02,52544.00,0
16941,1658,2025-07-02,46662.73,0
16942,1658,2025-08-01,32767.87,15
16943,1658,2025-08-31,50253.46,0
16944,1658,2025-09-30,41798.04,15
16945,1658,2025-10-30,55073.62,7
16946,1658,2025-11-29,42089.33,0
16947,1658,2025-12-29,33767.08,0
16948,1658,2026-01-28,56749.58,0
16949,1658,2026-02-27,41468.14,3
16950,1658,2026-03-29,33733.51,0
16951,1658,2026-04-28,34246.39,15
16952,1659,2024-08-14,126686.32,0
16953,1659,2024-09-13,93807.47,7
16954,1659,2024-10-13,92960.72,3
16955,1659,2024-11-12,108767.43,0
16956,1659,2024-12-12,129472.53,15
16957,1659,2025-01-11,75910.49,15
16958,1660,2024-08-13,15360.93,0
16959,1660,2024-09-12,17774.84,0
16960,1660,2024-10-12,19369.36,0
16961,1660,2024-11-11,15745.28,0
16962,1660,2024-12-11,19004.27,0
16963,1660,2025-01-10,27387.96,15
16964,1660,2025-02-09,18703.25,3
16965,1660,2025-03-11,17318.47,0
16966,1660,2025-04-10,21626.56,3
16967,1661,2024-11-25,71006.49,15
16968,1661,2024-12-25,68880.09,0
16969,1661,2025-01-24,73568.67,7
16970,1662,2025-11-18,39168.38,0
16971,1662,2025-12-18,44540.34,15
16972,1662,2026-01-17,51752.52,0
16973,1662,2026-02-16,50813.49,0
16974,1662,2026-03-18,34387.57,7
16975,1662,2026-04-17,48035.21,0
16976,1663,2024-10-15,23832.86,0
16977,1663,2024-11-14,28872.18,7
16978,1663,2024-12-14,39071.88,15
16979,1663,2025-01-13,36246.51,0
16980,1663,2025-02-12,29900.54,15
16981,1663,2025-03-14,32207.12,0
16982,1663,2025-04-13,28511.07,7
16983,1663,2025-05-13,25769.59,0
16984,1663,2025-06-12,33062.44,15
16985,1663,2025-07-12,31584.14,3
16986,1663,2025-08-11,22957.46,3
16987,1663,2025-09-10,29226.38,7
16988,1663,2025-10-10,33518.52,0
16989,1663,2025-11-09,38121.63,7
16990,1663,2025-12-09,34219.66,7
16991,1663,2026-01-08,38797.89,0
16992,1663,2026-02-07,25383.40,15
16993,1663,2026-03-09,32946.91,0
16994,1663,2026-04-08,36902.55,3
16995,1665,2025-03-24,58839.56,0
16996,1665,2025-04-23,71214.65,0
16997,1665,2025-05-23,53707.49,0
16998,1665,2025-06-22,70347.31,0
16999,1665,2025-07-22,52557.27,0
17000,1665,2025-08-21,62106.24,3
17001,1665,2025-09-20,52762.91,0
17002,1665,2025-10-20,55820.85,0
17003,1665,2025-11-19,49805.75,0
17004,1665,2025-12-19,63970.20,7
17005,1665,2026-01-18,63395.10,3
17006,1665,2026-02-17,48350.21,0
17007,1665,2026-03-19,72182.81,0
17008,1665,2026-04-18,72062.32,0
17009,1666,2026-03-21,15151.28,0
17010,1666,2026-04-20,11078.15,3
17011,1667,2026-01-06,23052.32,3
17012,1667,2026-02-05,40230.47,3
17013,1667,2026-03-07,29410.32,15
17014,1667,2026-04-06,37037.63,0
17015,1668,2026-02-18,140918.27,0
17016,1668,2026-03-20,115008.36,0
17017,1668,2026-04-19,103758.34,0
17018,1669,2025-01-04,28207.85,3
17019,1669,2025-02-03,29976.18,15
17020,1669,2025-03-05,28968.59,15
17021,1669,2025-04-04,28183.07,0
17022,1669,2025-05-04,23774.14,0
17023,1669,2025-06-03,26364.88,3
17024,1669,2025-07-03,19186.15,0
17025,1669,2025-08-02,17023.19,7
17026,1669,2025-09-01,21245.73,0
17027,1669,2025-10-01,22169.21,15
17028,1669,2025-10-31,20299.44,0
17029,1669,2025-11-30,23730.62,0
17030,1669,2025-12-30,26127.79,0
17031,1669,2026-01-29,30708.46,0
17032,1669,2026-02-28,30931.50,0
17033,1669,2026-03-30,24015.41,3
17034,1669,2026-04-29,23825.01,0
17035,1670,2024-05-22,12926.28,0
17036,1670,2024-06-21,8986.94,15
17037,1670,2024-07-21,11179.59,0
17038,1670,2024-08-20,10852.60,3
17039,1670,2024-09-19,9099.89,3
17040,1670,2024-10-19,9259.42,15
17041,1670,2024-11-18,11452.44,0
17042,1670,2024-12-18,10932.05,15
17043,1670,2025-01-17,10010.57,0
17044,1670,2025-02-16,10657.35,0
17045,1670,2025-03-18,9685.61,3
17046,1670,2025-04-17,9676.43,0
17047,1670,2025-05-17,8674.99,7
17048,1670,2025-06-16,12773.14,0
17049,1670,2025-07-16,12226.63,0
17050,1670,2025-08-15,9474.52,0
17051,1670,2025-09-14,14213.93,0
17052,1670,2025-10-14,12310.28,0
17053,1671,2024-02-21,8803.08,7
17054,1671,2024-03-22,7681.35,7
17055,1671,2024-04-21,11633.51,3
17056,1671,2024-05-21,9279.62,3
17057,1671,2024-06-20,8492.14,0
17058,1671,2024-07-20,7334.48,0
17059,1671,2024-08-19,10950.03,0
17060,1671,2024-09-18,9452.70,7
17061,1671,2024-10-18,11921.78,3
17062,1671,2024-11-17,11330.75,0
17063,1671,2024-12-17,11228.75,0
17064,1671,2025-01-16,8192.11,0
17065,1671,2025-02-15,10356.69,3
17066,1671,2025-03-17,6549.51,0
17067,1671,2025-04-16,9408.61,3
17068,1671,2025-05-16,8229.25,15
17069,1671,2025-06-15,8254.46,0
17070,1671,2025-07-15,11665.65,3
17071,1671,2025-08-14,9218.08,0
17072,1671,2025-09-13,6641.59,0
17073,1671,2025-10-13,11873.72,7
17074,1671,2025-11-12,9016.03,0
17075,1671,2025-12-12,7747.98,3
17076,1671,2026-01-11,9916.69,0
17077,1672,2025-05-26,30719.52,0
17078,1672,2025-06-25,27875.51,15
17079,1672,2025-07-25,23912.10,0
17080,1673,2024-10-25,23551.09,0
17081,1673,2024-11-24,26450.41,1
17082,1673,2024-12-24,25634.61,1
17083,1673,2025-01-23,0.00,90
17084,1673,2025-02-22,26793.49,5
17085,1673,2025-03-24,15964.65,20
17086,1673,2025-04-23,19982.39,35
17087,1673,2025-05-23,17023.82,10
17088,1673,2025-06-22,26625.47,90
17089,1673,2025-07-22,17055.43,45
17090,1673,2025-08-21,25696.19,31
17091,1673,2025-09-20,20846.11,45
17092,1673,2025-10-20,22208.60,10
17093,1673,2025-11-19,16597.34,75
17094,1673,2025-12-19,27019.50,31
17095,1673,2026-01-18,27756.20,20
17096,1673,2026-02-17,21204.69,60
17097,1673,2026-03-19,24562.43,31
17098,1673,2026-04-18,27796.05,5
17099,1674,2025-06-17,65377.41,15
17100,1674,2025-07-17,67108.97,0
17101,1674,2025-08-16,81901.00,15
17102,1674,2025-09-15,73142.13,0
17103,1674,2025-10-15,78472.97,0
17104,1674,2025-11-14,92063.50,0
17105,1674,2025-12-14,65854.00,0
17106,1674,2026-01-13,98585.79,3
17107,1674,2026-02-12,53804.42,0
17108,1674,2026-03-14,57545.25,0
17109,1674,2026-04-13,65753.30,0
17110,1675,2024-06-23,35242.11,3
17111,1675,2024-07-23,34149.36,15
17112,1675,2024-08-22,25338.29,3
17113,1675,2024-09-21,23278.51,15
17114,1675,2024-10-21,25353.95,3
17115,1675,2024-11-20,29387.98,0
17116,1675,2024-12-20,26167.52,0
17117,1675,2025-01-19,34740.32,15
17118,1675,2025-02-18,28258.56,15
17119,1675,2025-03-20,33190.35,0
17120,1675,2025-04-19,35567.86,0
17121,1675,2025-05-19,41911.53,0
17122,1676,2024-04-19,33841.52,0
17123,1676,2024-05-19,60349.82,0
17124,1676,2024-06-18,46540.93,0
17125,1676,2024-07-18,57493.38,0
17126,1676,2024-08-17,44830.22,0
17127,1676,2024-09-16,47118.80,0
17128,1676,2024-10-16,53327.65,15
17129,1676,2024-11-15,41685.53,3
17130,1676,2024-12-15,36255.68,0
17131,1676,2025-01-14,49709.08,0
17132,1676,2025-02-13,58702.73,15
17133,1676,2025-03-15,53296.70,15
17134,1676,2025-04-14,64044.61,3
17135,1676,2025-05-14,54042.92,7
17136,1676,2025-06-13,54063.48,7
17137,1676,2025-07-13,42331.62,15
17138,1676,2025-08-12,55713.90,15
17139,1676,2025-09-11,33778.37,7
17140,1676,2025-10-11,36957.90,0
17141,1676,2025-11-10,41928.43,0
17142,1676,2025-12-10,34027.36,0
17143,1676,2026-01-09,39665.14,7
17144,1676,2026-02-08,44167.78,0
17145,1676,2026-03-10,60209.94,0
17146,1676,2026-04-09,61290.19,0
17147,1677,2025-03-22,37511.64,0
17148,1677,2025-04-21,33996.82,0
17149,1677,2025-05-21,38171.53,0
17150,1677,2025-06-20,34885.25,7
17151,1677,2025-07-20,28728.08,3
17152,1677,2025-08-19,30804.58,0
17153,1677,2025-09-18,32174.12,7
17154,1677,2025-10-18,35634.13,0
17155,1677,2025-11-17,34521.09,0
17156,1677,2025-12-17,33866.24,7
17157,1677,2026-01-16,40996.22,15
17158,1677,2026-02-15,38648.52,3
17159,1677,2026-03-17,26149.54,3
17160,1677,2026-04-16,33185.05,7
17161,1678,2024-07-18,55673.35,7
17162,1678,2024-08-17,53057.39,7
17163,1678,2024-09-16,38844.17,7
17164,1678,2024-10-16,39404.72,0
